id,created_at,full_text,screen_name,name,user_id,in_reply_to,categorie,clean_full_text,llm_tone,llm_tone_expl,llm_keywords,llm_category,llm_raw
1817655085247434993,2024-07-28 20:15:17+00:00,@free Attention!\nLors d'une résiliation Free vous prélève le montant des appareils même si vous les renvoyez 📷\n...et ne répond pas aux demandes d'explications...,fw_6416,fw64,1308466981,1815651440276226304,Autre,attention nlors d une r siliation free vous pr l ve le montant des appareils m me si vous les renvoyez n et ne r pond pas aux demandes d explications,negative,frustration envers Free pour prélèvement abusif et absence de réponse,"['attention', 'résiliation', 'Free', 'prélève', 'montant', 'appareils', 'renvoyez', 'répond', 'demandes', 'explications', 'abusif', 'facturation', 'litige', 'client', 'problème', 'service', 'réclamation', 'délai', 'non-respect', 'contrat', 'remboursement', 'désagrément', 'mauvaise', 'expérience', 'révoltant']",plainte service,"```json
{
    ""tone"": ""negative"",
    ""tone_explanation"": ""frustration envers Free pour prélèvement abusif et absence de réponse"",
    ""keywords"": [
        ""attention"",
        ""résiliation"",
        ""Free"",
        ""prélève"",
        ""montant"",
        ""appareils"",
        ""renvoyez"",
        ""répond"",
        ""demandes"",
        ""explications"",
        ""abusif"",
        ""facturation"",
        ""litige"",
        ""client"",
        ""problème"",
        ""service"",
        ""réclamation"",
        ""délai"",
        ""non-respect"",
        ""contrat"",
        ""remboursement"",
        ""désagrément"",
        ""mauvaise"",
        ""expérience"",
        ""révoltant""
    ],
    ""category"": ""plainte service""
}
```"
1817657929157525530,2024-07-28 20:26:35+00:00,Hello @Freebox je n'arrive pas à créer mon compte sur MAX alors que je suis chez moi et Wifi activé. https://t.co/S9PvSZVWF9,Delph69004,Delphine 🇫🇷🛄🇺🇸,592745869,,Question technique,hello je n arrive pas cr er mon compte sur max alors que je suis chez moi et wifi activ,negative,frustration liée à un échec de création de compte malgré conditions remplies,"['arrive', 'pas', 'créer', 'compte', 'max', 'chez', 'moi', 'wifi', 'activé', 'problème', 'connexion', 'inscription', 'échec', 'plateforme', 'accès', 'réseau', 'domicile', 'blocage', 'technique', 'aide', 'résoudre', 'difficulté', 'application', 'service', 'connecté']",technique,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration liée à un échec de création de compte malgré conditions remplies"",
  ""keywords"": [
    ""arrive"",
    ""pas"",
    ""créer"",
    ""compte"",
    ""max"",
    ""chez"",
    ""moi"",
    ""wifi"",
    ""activé"",
    ""problème"",
    ""connexion"",
    ""inscription"",
    ""échec"",
    ""plateforme"",
    ""accès"",
    ""réseau"",
    ""domicile"",
    ""blocage"",
    ""technique"",
    ""aide"",
    ""résoudre"",
    ""difficulté"",
    ""application"",
    ""service"",
    ""connecté""
  ],
  ""category"": ""technique""
}
```"
1817663346239307979,2024-07-28 20:48:06+00:00,"@free Bonjour, je vais perdre tous mes cheveux pour comprendre pourquoi le formulaire pour compléter mon adresse afin de voir pour la fibre ne peut pas être validé ! j'ai rempli tous les champs, mais impossible d'envoyer...je suis à deux doigts de partir de chez vous...",_nauplie,Pixie Dust ( ・ω・),702902160707751940,,Question technique,bonjour je vais perdre tous mes cheveux pour comprendre pourquoi le formulaire pour compl ter mon adresse afin de voir pour la fibre ne peut pas tre valid j ai rempli tous les champs mais impossible d envoyer je suis deux doigts de partir de chez vous,negative,frustration exprimée avec exagération (perte cheveux) et menace de départ,"['perdre', 'cheveux', 'comprendre', 'formulaire', 'compléter', 'adresse', 'fibre', 'validé', 'rempli', 'champs', 'impossible', 'envoyer', 'deux', 'doigts', 'partir', 'chez', 'vous', 'problème', 'technique', 'colère', 'difficulté', 'validation', 'déménagement', 'service', 'client']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration exprimée avec exagération (perte cheveux) et menace de départ"",
  ""keywords"": [
    ""perdre"", ""cheveux"", ""comprendre"", ""formulaire"", ""compléter"", ""adresse"",
    ""fibre"", ""validé"", ""rempli"", ""champs"", ""impossible"", ""envoyer"",
    ""deux"", ""doigts"", ""partir"", ""chez"", ""vous"", ""problème"", ""technique"",
    ""colère"", ""difficulté"", ""validation"", ""déménagement"", ""service"", ""client""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817664848471175324,2024-07-28 20:54:05+00:00,"@free Espérons que vous pourrez recruter au plus vite , car attendre plus de 8 jours pour se faire dépanner,  c’est inadmissible, d’autant plus que sur le facture ces 8 jours ne seront pas déduits de la facture . 🤔",pochotcom,claire,975691579,1805918937810362368,Plainte service,esp rons que vous pourrez recruter au plus vite car attendre plus de 8 jours pour se faire d panner c est inadmissible d autant plus que sur le facture ces 8 jours ne seront pas d duits de la facture,negative,frustration liée à un délai de dépannage et facturation injuste,"['espérons', 'recruter', 'plus vite', 'attendre', '8 jours', 'dépanner', 'inadmissible', 'facture', 'déduits', 'délai', 'service', 'client', 'problème', 'rapidité', 'réclamation', 'retard', 'payer', 'injuste', 'réparer', 'urgence', 'mauvaise', 'gestion', 'insatisfaction', 'dépannage', 'coût']",plainte service,"```json
{
    ""tone"": ""negative"",
    ""tone_explanation"": ""frustration liée à un délai de dépannage et facturation injuste"",
    ""keywords"": [
        ""espérons"", ""recruter"", ""plus vite"", ""attendre"", ""8 jours"",
        ""dépanner"", ""inadmissible"", ""facture"", ""déduits"", ""délai"",
        ""service"", ""client"", ""problème"", ""rapidité"", ""réclamation"",
        ""retard"", ""payer"", ""injuste"", ""réparer"", ""urgence"",
        ""mauvaise"", ""gestion"", ""insatisfaction"", ""dépannage"", ""coût""
    ],
    ""category"": ""plainte service""
}
```"
1817721388792258869,2024-07-29 00:38:45+00:00,@Freebox on me demande 190€ pour des équipements que j’ai rendu il y a 3 ans parce que je suis pas capable de fournir une pièce justificative. Je tourne en rond vous pouvez m’aider ???,Maelo51593,Maëlo REOT,1719070553917534209,,Autre,on me demande 190 pour des quipements que j ai rendu il y a 3 ans parce que je suis pas capable de fournir une pi ce justificative je tourne en rond vous pouvez m aider,negative,frustration liée à une facturation contestée et manque d'aide perçue,"['190', 'équipements', 'rendu', '3 ans', 'pièce', 'justificative', 'tourne', 'rond', 'aider', 'demande', 'facturation', 'contesté', 'incapable', 'fournir', 'problème', 'résolution', 'service', 'client', 'délai', 'preuve', 'remboursement', 'litige', 'dossier', 'blocage', 'assistance']",plainte service,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration liée à une facturation contestée et manque d'aide perçue"",
  ""keywords"": [
    ""190"", ""équipements"", ""rendu"", ""3 ans"", ""pièce"", ""justificative"",
    ""tourne"", ""rond"", ""aider"", ""demande"", ""facturation"", ""contesté"",
    ""incapable"", ""fournir"", ""problème"", ""résolution"", ""service"", ""client"",
    ""délai"", ""preuve"", ""remboursement"", ""litige"", ""dossier"", ""blocage"",
    ""assistance""
  ],
  ""category"": ""plainte service""
}
```"
1817733719622590545,2024-07-29 01:27:45+00:00,"@free Coupure d'internet à l'allée des muriers, 13570 Bédarrides",yggdrasoli,Alix J,105561437,,Plainte service,coupure d internet l all e des muriers 13570 b darrides,negative,signalement d'une coupure internet sans contexte positif,"['coupure', 'internet', 'allée', 'muriers', '13570', 'bouches-du-rhône', 'barrides', 'darrides', 'réseau', 'problème', 'connexion', 'panne', 'adresse', 'localisation', 'défaut', 'accès', 'ligne', 'fournisseur', 'urgent', 'résolution', 'technique', 'dépannage', 'zone', 'habitation', 'domicile']",probleme_reseau,"```json
{
    ""tone"": ""negative"",
    ""tone_explanation"": ""signalement d'une coupure internet sans contexte positif"",
    ""keywords"": [
        ""coupure"",
        ""internet"",
        ""allée"",
        ""muriers"",
        ""13570"",
        ""bouches-du-rhône"",
        ""barrides"",
        ""darrides"",
        ""réseau"",
        ""problème"",
        ""connexion"",
        ""panne"",
        ""adresse"",
        ""localisation"",
        ""défaut"",
        ""accès"",
        ""ligne"",
        ""fournisseur"",
        ""urgent"",
        ""résolution"",
        ""technique"",
        ""dépannage"",
        ""zone"",
        ""habitation"",
        ""domicile""
    ],
    ""category"": ""probleme_reseau""
}
```"
1817735538985583013,2024-07-29 01:34:59+00:00,Bonjour @Freebox @free \n\nSerait-il possible de faire quelque chose pour qu’il n’y ai plus de putain de coupure Internet à 3h du matin car là ça commence vraiment à me les briser merci,norfair00,"Nicolas ""𝒩𝒪𝑅𝐹ᐰ𝐼𝑅"" Favre",3133642781,,Plainte service,bonjour n nserait il possible de faire quelque chose pour qu il n y ai plus de putain de coupure internet 3h du matin car l a commence vraiment me les briser merci,negative,langage agressif et frustration exprimée face aux coupures répétées,"['coupure', 'internet', '3h', 'matin', 'briser', 'merci', 'faire', 'possible', 'putain', 'domicile', 'réveil', 'problème', 'réseau', 'fatigue', 'colère', 'répétition', 'nocturne', 'dérangement', 'solution', 'urgent', 'qualité', 'service', 'client', 'insatisfaction', 'réclamation']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""langage agressif et frustration exprimée face aux coupures répétées"",
  ""keywords"": [
    ""coupure"",
    ""internet"",
    ""3h"",
    ""matin"",
    ""briser"",
    ""merci"",
    ""faire"",
    ""possible"",
    ""putain"",
    ""domicile"",
    ""réveil"",
    ""problème"",
    ""réseau"",
    ""fatigue"",
    ""colère"",
    ""répétition"",
    ""nocturne"",
    ""dérangement"",
    ""solution"",
    ""urgent"",
    ""qualité"",
    ""service"",
    ""client"",
    ""insatisfaction"",
    ""réclamation""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817736055266963882,2024-07-29 01:37:02+00:00,@free ce serait possible d'avoir ce pourquoi on paye ? Quasiment tout les jours on a des coupures d'internet de qq secondes à plusieurs minutes ... Super quand on travaille avec internet .... Vous faites quoi avec la fibre ? C'est quoi le problème ?,UPasanius97954,UM PASANIUS,1682556281964355586,,Plainte service,ce serait possible d avoir ce pourquoi on paye quasiment tout les jours on a des coupures d internet de qq secondes plusieurs minutes super quand on travaille avec internet vous faites quoi avec la fibre c est quoi le probl me,,,[],,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration liée à des coupures internet répétées perturbant le travail"",
  ""keywords"": [
    ""coupures"",
    ""internet"",
    ""travaille"",
    ""fibre"",
    ""problème"",
    ""paye"",
    ""qq"",  /* abréviation de ""quelques"" */
    ""secondes"",
    ""minutes"",
    ""domicile"",  /* implicite par le contexte */
    ""répétées"",  /* déduit de ""presque tous les jours"" */
    ""perturbation"",  /* déduit du ton */
    ""qualité"",
    ""service"",
    ""lent"",
    ""instable"",  /* déduit des coupures fréquentes */
    ""défaut"",
    ""réseau"",
    ""abonnés"",  /* sous-entendu (""on paye"") */
    ""délai"",
    ""résolution"",
    ""technique"",
    ""dépannage"",
    ""client"",
    ""insatisfaction"",  /* déduit du ton global */
    ""quotidien""  /* déduit de ""presque tous les jours"" */
  ],
  ""category"": ""probleme_reseau""
}
```"
1817744963368570894,2024-07-29 02:12:25+00:00,Marre que @free coupe en pleine nuit internet sans prévenir (dpt 34),Stan_034,𝐒𝐭𝐚𝐧🎶🎶,78571232,,Autre,marre que coupe en pleine nuit internet sans pr venir dpt 34,,,[],,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration exprimée pour une coupure internet nocturne non prévenue"",
  ""keywords"": [
    ""marre"",
    ""coupe"",
    ""pleine"",
    ""nuit"",
    ""internet"",
    ""sans"",
    ""prévenir"",
    ""prvenir"",  // *variante fautive incluse (pour exhaustivité)*
    ""département"",
    ""34"",
    ""Hérault"",  // *implicite via code 34*
    ""panne"",
    ""réseau"",
    ""connexion"",
    ""problème"",
    ""abonnés"",
    ""opérateur"",
    ""dérangement"",
    ""inacceptable"",
    ""attendu"",
    ""information"",
    ""client"",
    ""colère"",
    ""désagrément"",
    ""nocturne"",
    ""FAI""  // *Fournisseur d'Accès Internet, contexte probable*
  ],
  ""category"": ""probleme_reseau""
}
```"
1817784076377493610,2024-07-29 04:47:51+00:00,⚠#PANNE  FREEBOX EN COURS⚠\n 📡40 freenautes ont signalé des pannes #Internet dont 38 sur le réseau #fibre de #Free depuis 0h04\n🌍Ville concernée : Montpellier (34000)\n⬇️⬇️⬇️\nhttps://t.co/5syXsuGnbR,zoneadsl_panne,Pannes Internet et Mobile,1593636653117104128,,Plainte service,freebox en cours n 40 freenautes ont signal des pannes dont 38 sur le r seau de depuis 0h04 nville concern e montpellier 34000 n n,negative,signalement de pannes multiples sur le réseau Freebox,"['freebox', 'cours', 'freenautes', 'signalé', 'pannes', 'réseau', 'depuis', '0h04', 'ville', 'concernée', 'montpellier', '34000', 'problème', 'technique', 'coupure', 'utilisateurs', 'dégradation', 'service', 'panne', 'réseau_fixe', 'défaut', 'incident', 'localisation', 'heure', 'matin']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""signalement de pannes multiples sur le réseau Freebox"",
  ""keywords"": [
    ""freebox"",
    ""cours"",
    ""freenautes"",
    ""signalé"",
    ""pannes"",
    ""réseau"",
    ""depuis"",
    ""0h04"",
    ""ville"",
    ""concernée"",
    ""montpellier"",
    ""34000"",
    ""problème"",
    ""technique"",
    ""coupure"",
    ""utilisateurs"",
    ""dégradation"",
    ""service"",
    ""panne"",
    ""réseau_fixe"",
    ""défaut"",
    ""incident"",
    ""localisation"",
    ""heure"",
    ""matin""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817801115037241446,2024-07-29 05:55:33+00:00,@Freebox panne internet depuis ce matin ! Montélimar,Philipin,Philippe Cecchetto,28572351,,Plainte service,panne internet depuis ce matin mont limar,negative,signalement d'une panne internet prolongée sans solution,"['panne', 'internet', 'matin', 'mont', 'limar', 'depuis', 'réseau', 'connexion', 'problème', 'coupure', 'lenteur', 'accès', 'débit', 'résolution', 'urgent', 'dépannage', 'technique', 'fournisseur', 'box', 'signal', 'attente', 'désagrément', 'localisation', 'service', 'client']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""signalement d'une panne internet prolongée sans solution"",
  ""keywords"": [
    ""panne"",
    ""internet"",
    ""matin"",
    ""mont"",
    ""limar"",
    ""depuis"",
    ""réseau"",
    ""connexion"",
    ""problème"",
    ""coupure"",
    ""lenteur"",
    ""accès"",
    ""débit"",
    ""résolution"",
    ""urgent"",
    ""dépannage"",
    ""technique"",
    ""fournisseur"",
    ""box"",
    ""signal"",
    ""attente"",
    ""désagrément"",
    ""localisation"",
    ""service"",
    ""client""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817802710835466314,2024-07-29 06:01:54+00:00,@Freebox \nBonjour\nPlus de service internet sur ma box\n2 eme coupure en 1 semaine,Cocktail30,Cocktail30,299248536,,Plainte service,nbonjour nplus de service internet sur ma box n2 eme coupure en 1 semaine,negative,frustration exprimée pour des coupures répétées d'internet,"['service', 'internet', 'box', 'coupure', 'semaine', 'répétée', 'problème', 'connexion', 'réseau', 'panne', 'défaut', 'abonnés', 'technique', 'dysfonctionnement', 'instabilité', 'démarrage', 'redémarrage', 'lenteur', 'accès', 'perte', 'signal', 'fournisseur', 'SAV', 'urgent', 'résolution']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration exprimée pour des coupures répétées d'internet"",
  ""keywords"": [
    ""service"",
    ""internet"",
    ""box"",
    ""coupure"",
    ""semaine"",
    ""répétée"",
    ""problème"",
    ""connexion"",
    ""réseau"",
    ""panne"",
    ""défaut"",
    ""abonnés"",
    ""technique"",
    ""dysfonctionnement"",
    ""instabilité"",
    ""démarrage"",
    ""redémarrage"",
    ""lenteur"",
    ""accès"",
    ""perte"",
    ""signal"",
    ""fournisseur"",
    ""SAV"",
    ""urgent"",
    ""résolution""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817811561978741174,2024-07-29 06:37:04+00:00,@zoneadsl_panne Oui et il y en a ras le bol !! Je suis en télétravail sans aucun Internet !! Quand on appelle des conseillers on nous dit de passer par un lien Internet pour répondre via notre espace client … vous êtes débiles ou quoi ???!! @free @Freebox,7XembX7,ty77,1486404719358664714,1817784076377493504,Plainte service,oui et il y en a ras le bol je suis en t l travail sans aucun internet quand on appelle des conseillers on nous dit de passer par un lien internet pour r pondre via notre espace client vous tes d biles ou quoi,negative,"colère et frustration envers le service client et l'absence d'internet, ton agressif.","['ras-le-bol', 'travail', 'internet', 'appeler', 'conseillers', 'lien', 'répondre', 'espace_client', 'débiles', 'coupure', 'service', 'problème', 'connexion', 'en_ligne', 'assistance', 'réseau', 'urgent', 'incompétent', 'solution', 'attente', 'client', 'insatisfaction', 'dysfonctionnement', 'support', 'médiocre']",plainte_service,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""colère et frustration envers le service client et l'absence d'internet, ton agressif."",
  ""keywords"": [
    ""ras-le-bol"",
    ""travail"",
    ""internet"",
    ""appeler"",
    ""conseillers"",
    ""lien"",
    ""répondre"",
    ""espace_client"",
    ""débiles"",
    ""coupure"",
    ""service"",
    ""problème"",
    ""connexion"",
    ""en_ligne"",
    ""assistance"",
    ""réseau"",
    ""urgent"",
    ""incompétent"",
    ""solution"",
    ""attente"",
    ""client"",
    ""insatisfaction"",
    ""dysfonctionnement"",
    ""support"",
    ""médiocre""
  ],
  ""category"": ""plainte_service""
}
```"
1817812414890390010,2024-07-29 06:40:27+00:00,Bonjour je jette une bouteille à la mer je suis le seul à avoir des soucis avec internet chez @Freebox @free,WCherifi30,tsubasaxhitman,3065250910,,Autre,bonjour je jette une bouteille la mer je suis le seul avoir des soucis avec internet chez,negative,expression de frustration liée à un problème internet isolé,"['bouteille', 'mer', 'seul', 'soucis', 'internet', 'chez', 'bonjour', 'problème', 'connexion', 'réseau', 'difficulté', 'accès', 'démarche', 'aide', 'technique', 'lent', 'coupure', 'domicile', 'résoudre', 'contact', 'support', 'panne', 'fournisseur', 'dépannage', 'urgent']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""expression de frustration liée à un problème internet isolé"",
  ""keywords"": [
    ""bouteille"", ""mer"", ""seul"", ""soucis"", ""internet"", ""chez"", ""bonjour"",
    ""problème"", ""connexion"", ""réseau"", ""difficulté"", ""accès"", ""démarche"",
    ""aide"", ""technique"", ""lent"", ""coupure"", ""domicile"", ""résoudre"",
    ""contact"", ""support"", ""panne"", ""fournisseur"", ""dépannage"", ""urgent""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817825380343992646,2024-07-29 07:31:58+00:00,"@Freebox pas d'internet ce matin à mon domicile, bloqué étape 6. Je crois ne pas être le seul. @Free_1337",clxymox,xymox,216339993,,Autre,pas d internet ce matin mon domicile bloqu tape 6 je crois ne pas tre le seul,negative,"frustration liée à une coupure internet non résolue, sentiment d'être ignoré","['internet', 'matin', 'domicile', 'bloqué', 'tape', 'seul', 'coupure', 'problème', 'réseau', 'connexion', 'absent', 'service', 'défaut', 'technique', 'panne', 'résolution', 'attente', 'client', 'démarche', 'urgent', 'dépannage', 'lent', 'inefficace', 'colère', 'SOS']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration liée à une coupure internet non résolue, sentiment d'être ignoré"",
  ""keywords"": [
    ""internet"",
    ""matin"",
    ""domicile"",
    ""bloqué"",
    ""tape"",
    ""seul"",
    ""coupure"",
    ""problème"",
    ""réseau"",
    ""connexion"",
    ""absent"",
    ""service"",
    ""défaut"",
    ""technique"",
    ""panne"",
    ""résolution"",
    ""attente"",
    ""client"",
    ""démarche"",
    ""urgent"",
    ""dépannage"",
    ""lent"",
    ""inefficace"",
    ""colère"",
    ""SOS""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817828248392528264,2024-07-29 07:43:22+00:00,"🇫🇷 ALERTE - Les réseaux de fibre optique ont été ""sabotés"" dans plusieurs régions de France. Plusieurs opérateurs sont touchés. (AFP)",Mediavenir,Mediavenir,1214315619031478272,,Question technique,alerte les r seaux de fibre optique ont t sabot s dans plusieurs r gions de france plusieurs op rateurs sont touch s afp,negative,sabotage des réseaux évoqué comme incident grave et perturbant,"['alerte', 'réseaux', 'fibre', 'optique', 'sabotés', 'sabotage', 'plusieurs', 'régions', 'france', 'opérateurs', 'touchés', 'afp', 'coupure', 'incident', 'dégâts', 'infrastructure', 'télécoms', 'perturbation', 'urgent', 'dommages', 'réseau', 'national', 'information', 'source', 'actualité']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""sabotage des réseaux évoqué comme incident grave et perturbant"",
  ""keywords"": [
    ""alerte"", ""réseaux"", ""fibre"", ""optique"", ""sabotés"", ""sabotage"",
    ""plusieurs"", ""régions"", ""france"", ""opérateurs"", ""touchés"",
    ""afp"", ""coupure"", ""incident"", ""dégâts"", ""infrastructure"",
    ""télécoms"", ""perturbation"", ""urgent"", ""dommages"", ""réseau"",
    ""national"", ""information"", ""source"", ""actualité""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817829264059744703,2024-07-29 07:47:24+00:00,@free on en parle de la panne ????,manavaeva,ma,167522284,,Plainte service,on en parle de la panne,negative,"ton concis évoquant une panne, sous-entendu frustré/mécontent.","['panne', 'parle', 'en']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""ton concis évoquant une panne, sous-entendu frustré/mécontent."",
  ""keywords"": [
    ""panne"",
    ""parle"",
    ""en""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817831228206117309,2024-07-29 07:55:13+00:00,Et me voilà chez free depuis 1 mois avec la box ultra à 8mb. Installation du matériel coupure permanente et péniblement 1 mb. Alors retour chez orange qui sont plus performant sans soucis. Attention si vous prenez free c est honteux @free https://t.co/t3VPk4ynsP,PETERASSE,TONTON PIERRE,2589685285,,Plainte service,et me voil chez free depuis 1 mois avec la box ultra 8mb installation du mat riel coupure permanente et p niblement 1 mb alors retour chez orange qui sont plus performant sans soucis attention si vous prenez free c est honteux,negative,"frustration envers Free, coupures et débit faible, retour chez Orange loué","['free', 'mois', 'box', 'ultra', '8mb', 'installation', 'matériel', 'coupure', 'permanente', 'péniblement', '1mb', 'retour', 'orange', 'performant', 'sans', 'soucis', 'attention', 'prenez', 'honteux', 'débit', 'faible', 'problème', 'comparaison', 'mauvais', 'service']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration envers Free, coupures et débit faible, retour chez Orange loué"",
  ""keywords"": [
    ""free"",
    ""mois"",
    ""box"",
    ""ultra"",
    ""8mb"",
    ""installation"",
    ""matériel"",
    ""coupure"",
    ""permanente"",
    ""péniblement"",
    ""1mb"",
    ""retour"",
    ""orange"",
    ""performant"",
    ""sans"",
    ""soucis"",
    ""attention"",
    ""prenez"",
    ""honteux"",
    ""débit"",
    ""faible"",
    ""problème"",
    ""comparaison"",
    ""mauvais"",
    ""service""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817832214056346022,2024-07-29 07:59:08+00:00,@Mediavenir @free pour la Corrèze sa fonctionne ou pas ?,973Gatsu973,꧁𝔾𝔸𝕋𝕊𝕌𝟡𝟟𝟛꧂,1092105770026577923,1817828248392528384,Autre,pour la corr ze sa fonctionne ou pas,,,[],,"```json
{
  ""tone"": ""neutral"",
  ""tone_explanation"": ""demande factuelle sans émotion apparente, ton informel mais direct"",
  ""keywords"": [
    ""corr"",
    ""ze"",
    ""fonctionne"",
    ""pas"",
    ""pour"",
    ""ou"",
    ""sa"",
    ""la"",
    ""ça"",  // bien que stopword, ""ça"" est ici central dans la formulation orale
    ""marche"",  // implicite dans ""fonctionne ou pas""
    ""test"",
    ""vérification"",
    ""réponse"",
    ""aide"",
    ""besoin"",
    ""info"",
    ""question"",
    ""rapide"",
    ""simple"",
    ""réseau"",  // hypothèse si ""corr"" = correction/réseau (ex: ""correction réseau"")
    ""problème"",  // sous-entendu
    ""solution"",
    ""état"",
    ""service"",
    ""disponible"",
    ""maintenant""
  ],
  ""category"": ""technique""
}
```"
1817833436389761302,2024-07-29 08:03:59+00:00,Ça doit être pour ça que ça fait plus d’une semaine que j’ai plus de wifi chez moi 🥸 @free vous êtes vraiment pas top,dvlplu,Le L,949919477176651776,,Question technique,a doit tre pour a que a fait plus d une semaine que j ai plus de wifi chez moi vous tes vraiment pas top,negative,"frustration claire envers un service défaillant prolongé, ton accusateur.","['doit', 'fait', 'semaine', 'plus', 'wifi', 'chez', 'vous', 'vraiment', 'pas', 'top', 'domicile', 'problème', 'réseau', 'internet', 'coupure', 'attente', 'délai', 'mauvais', 'service', 'défaut', 'résolution', 'lent', 'inefficace', 'client', 'mécontent']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""frustration claire envers un service défaillant prolongé, ton accusateur."",
  ""keywords"": [
    ""doit"", ""fait"", ""semaine"", ""plus"", ""wifi"", ""chez"", ""vous"",
    ""vraiment"", ""pas"", ""top"", ""domicile"", ""problème"", ""réseau"",
    ""internet"", ""coupure"", ""attente"", ""délai"", ""mauvais"", ""service"",
    ""défaut"", ""résolution"", ""lent"", ""inefficace"", ""client"", ""mécontent""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817835972085649470,2024-07-29 08:14:04+00:00,@Freebox @freemobile peu de connexions dans le Vaucluse vous confirmez ? Avez vous pris en charge le problème \nÀ la fois fixe et mobile,Mme_Tortue,Miss Incognito,2172579332,,Plainte service,peu de connexions dans le vaucluse vous confirmez avez vous pris en charge le probl me n la fois fixe et mobile,negative,insatisfaction exprimée sur la couverture réseau faible et manque de suivi,"['connexions', 'vaucluse', 'confirmez', 'pris', 'charge', 'problème', 'fois', 'fixe', 'mobile', 'peu', 'réseau', 'couverture', 'faible', 'suivi', 'insatisfaction', 'opérateur', 'défaut', 'signal', 'zone', 'résolution', 'attente', 'réponse', 'technique', 'dépannage', 'urgent']",probleme_reseau,"```json
{
  ""tone"": ""negative"",
  ""tone_explanation"": ""insatisfaction exprimée sur la couverture réseau faible et manque de suivi"",
  ""keywords"": [
    ""connexions"", ""vaucluse"", ""confirmez"", ""pris"", ""charge"", ""problème"",
    ""fois"", ""fixe"", ""mobile"", ""peu"", ""réseau"", ""couverture"", ""faible"",
    ""suivi"", ""insatisfaction"", ""opérateur"", ""défaut"", ""signal"", ""zone"",
    ""résolution"", ""attente"", ""réponse"", ""technique"", ""dépannage"", ""urgent""
  ],
  ""category"": ""probleme_reseau""
}
```"
1817838829723697572,2024-07-29 08:25:25+00:00,Dites @freebox serait ce possible de vous avoir pour un problème de stabilité de connexion internet ?,ServalMtp,ServalMtp,237184946,,Plainte service,dites serait ce possible de vous avoir pour un probl me de stabilit de connexion internet,neutral,"demande polie sans émotion marquée, ton factuel et interrogatif","['possible', 'problème', 'stabilité', 'connexion', 'internet', 'disponibilité', 'demande', 'aide', 'technique', 'réseau', 'instabilité', 'accès', 'lent', 'coupure', 'débit', 'box', 'fournisseur', 'résolution', 'contact', 'support', 'dépannage', 'signal', 'wi-fi', 'fibre', 'assistance']",probleme_reseau,"```json
{
  ""tone"": ""neutral"",
  ""tone_explanation"": ""demande polie sans émotion marquée, ton factuel et interrogatif"",
  ""keywords"": [
    ""possible"",
    ""problème"",
    ""stabilité"",
    ""connexion"",
    ""internet"",
    ""disponibilité"",
    ""demande"",
    ""aide"",
    ""technique"",
    ""réseau"",
    ""instabilité"",
    ""accès"",
    ""lent"",
    ""coupure"",
    ""débit"",
    ""box"",
    ""fournisseur"",
    ""résolution"",
    ""contact"",
    ""support"",
    ""dépannage"",
    ""signal"",
    ""wi-fi"",
    ""fibre"",
    ""assistance""
  ],
  ""category"": ""probleme_reseau""
}
```"
