id,tweet,sentiment,thème,urgence,confiance,tweet_id
1.8142158595203525e+18,bonjour j ai fait installer votre box depuis 10 min. mais comment on fait pour avoir un être humain en ligne pour assistance ? impossible au 3244 ni au 1044. merci,neutre,Autre,0,0.0,
1.8142201223424701e+18,"bonjour free. cela fait 1 mois que je n ai plus internet. un rdv avait été fixé puis annulé pour, je cite puisque vous deviez intervenir dans les plus brefs délais . nnous avons as la même notion de bref délais. nque faut il faire pour avoir internet ?",neutre,Autre,0,0.0,
1.8142325647159667e+18,"nbonjour monsieur niel nvoila plus 20 ans que j encense free depuis freesurf ! nj ai tous mes forfaits chez vous ... ndepuis le 15 fev maintenant, je n ai plu la fibre pro dans ma société qui, de fait, est en péril ... que faire ??? nquelle déception ...",neutre,Autre,0,0.0,
,normal pour vous qu un des vos employés a souscrit a ma place sans mon accord un abonnement free mobile et que l on me demande d envoyer un courrier de rétractation pour un abonnement que je n ai pas pris ?,neutre,Autre,0,0.0,1.8142389119645123e+18
1.8142532983224776e+18,dites vous n avez pas honte de couper toute connexion et d afficher un message d erreur sur la freebox contactez un technicien pour installer la fibre c est quoi ce forcing en pleines vacances d été? vous pouvez pas attendre la rentrée? on n est pas encore en 2025!,neutre,Autre,0,0.0,
1.8142667261141076e+18,"3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rdv techniciens annulés... chez free quand ça fonctionne c est bien mais quand il y a un problème technique il n y a plus personne, ni même au téléphone. chez free j ai tout compris : fuir !",neutre,Autre,0,0.0,
1.814276844889289e+18,"impossible de contacter l assistance free si c est pas avec le numero de mobile de la personne concernée ! super, on peut pas aider les retraités !!",neutre,Autre,0,0.0,
1.8142960055101443e+18,"l assistance free devient complètement aberrante, l invention de proxy n arrange pas moins la situation",neutre,Autre,0,0.0,
1.8143276415471455e+18,c est normal de balader vos clients victimes d un écrasement de ligne pendant un mois sans aucune information sur un délai d intervention ? pourtant la loi vous donne 8 jours pour rétablir la connexion. ou alors free je n ai pas tout compris,neutre,Autre,0,0.0,
1.8143369039925417e+18,c est quoi le problème avec ? la wifi de chez moi n arrête pas de sauter. je paye 48 par mois pour ne pas avoir de connexion. foutaise !,neutre,Autre,0,0.0,
1.8143481395596127e+18,"commence vraiment à m agacer . 3 jours pas de tv pas d internet, censé être rétabli à 16h, toujours rien. c est pas la 1ere fois que ça merde",neutre,Autre,0,0.0,
1.814348631937311e+18,"n ncoucou ! nje n arrive pas à me faire comprendre par votre conseiller, n nje souhaite avoir freebox ultra. nje possède déjà un abo netflix prime : n nje n aurai plus qu à payer la différence entre le tarif de votre forfait netflix et le prix de ma formule ?",neutre,Autre,0,0.0,
1.8143512420358843e+18,problème de flux tv sur levallois 92300 alors que le débit internet est ok nvous avez des soucis identifiés ?,neutre,Autre,0,0.0,
1.814353725663916e+18,idem ! est à cause de la panne mondiale ?,neutre,Autre,0,0.0,
1.8143545334446735e+18,"oui moi aussi ma freebox reste avec l écran figé. pour internet pas de problème, mais la télé une catastrophe j ai éteint et rallumé la freebox tv mais impossible de regarder les chaînes tv",neutre,Autre,0,0.0,
1.8143563886524296e+18,panne freebox en cours n 20 freenautes ont signalé des pannes internet dont 15 sur le réseau fibre de free depuis 15h19 n ville concernée : la roque d anthéron 13640 n n,neutre,Autre,0,0.0,
1.8143612383205952e+18,y a t il un pb sur le réseau ? aucune communication !!! aucun message !!!! ça serait bien d informer les clients !!!!,neutre,Autre,0,0.0,
1.8143620291946173e+18,panne tv ici dans 78. ndowndetector remonte une explosion des problèmes?une communication ?,neutre,Autre,0,0.0,
1.8143623562077594e+18,encore et encore,neutre,Autre,0,0.0,
1.814363066600948e+18,je confirme! panne sur free tv oqee!,neutre,Autre,0,0.0,
1.814364867035325e+18,"problème panne authentification de la freebox bloquée sur étape 6, département des landes depuis 20mn environ",neutre,Autre,0,0.0,
1.8143651771915346e+18,oui panne sur les freebox,neutre,Autre,0,0.0,
,vous aussi vous êtes bloqués à l étape 6 avec votre freebox? panne free freebox,neutre,Autre,0,0.0,1.814365932426539e+18
1.8143659410456049e+18,"panne internet plus de , franceinfotv, chez",neutre,Autre,0,0.0,
1.8143660257788644e+18,bonjour pas de connexion ce soir sur ma box,neutre,Autre,0,0.0,
1.8143661899775836e+18,"oui pareil, apparemment il y a une panne",neutre,Autre,0,0.0,
1.814366412007256e+18,bonjour free ! incidents en ce moment en fibre sur la france ? dans l herault ? béziers ? merci de votre réponse,neutre,Autre,0,0.0,
1.814366416214049e+18,plus d internet depuis 45 mn ??,neutre,Autre,0,0.0,
1.814366706392863e+18,et sa continue maintenant internet freebox qui fonctionne plus merde,neutre,Autre,0,0.0,
1.8143676039321439e+18,"n freeboxultra pireboxdumonde ndéjà un débit pourrit, la tv qui freeze comme de l adsl et la carrément rien qui marche ce soir et pour prévenir de l incident ça ne marche pas non plus ndifficile de ne pas vs détester la",neutre,Autre,0,0.0,
1.8143677440722289e+18,n non est vendredi soir. je n ai plus aucune chaîne de télévision depuis une demi heure. aucun accès non plus à l assistance en ligne page d erreur ou par téléphone ne répond pas . n netonnamment ça commence à me gonfler.,neutre,Autre,0,0.0,
1.81436811198403e+18,il y a une panne chez free ou quoi? ma box est bloqué à l étape 6,neutre,Autre,0,0.0,
1.8143684254912228e+18,help free plis d internet et impossible de vous joindre par téléphone,neutre,Autre,0,0.0,
1.814368437122036e+18,encore en panne sur besançon mais c est quoi ce bordel depuis 2mois ???? n freebox free,neutre,Autre,0,0.0,
1.8143687311133248e+18,panne freebox probleme connexion,neutre,Autre,0,0.0,
1.8143687486371927e+18,en panne aussi,neutre,Autre,0,0.0,
