tweet_id,tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,reponse_free
1813579520819286432,"le service proximité de 1 des plus grosses arnaques de ces dernières années.incompétents et complètement dépassés.tu en sais plus qu eux,tu leur dis ce qui marche pas,tu prends un rdv avec un technicien qui vient que ds 1 semaine! npratique pr le télétravail! nplus de reponse",negatif,0.95,processus_sav,0.9,2,0.95,0.9324,"Nous regrettez sincèrement que vous soyez déçu de notre service. Nous sommes désolés de l'expérience que vous avez eue et nous sommes prêts à vous aider à trouver une solution. Pour cela, nous vous invitons à nous contacter par DM pour analyser votre situation en priorité. Nous sommes désolés pour la gêne que cela peut vous causer."
1813581407668871481,"comment vous joindre ? j ai été débité pour non restitution de matériel pour une résiliation de ligne que je n ai pas effectuée moi même, impossible de vous joindre car mes identifiants n existent plus, vos relances sont arrivées directement.",negatif,0.95,Facturation / Paiement,0.9,2,0.95,0.9324,Nous sommes désolés pour l'inconvenient que vous avez rencontré. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Pourrait-il vous plaire de nous contacter par DM pour examiner votre dossier ? Nous vous recontacterons dès que possible.
1813586665371513000,ma fibre hs depuis 3 semaines,negatif,0.95,Fibre,0.95,2,0.95,0.9491,Nous sommes désolés de l'expérience que vous avez vécue avec votre fibre HS ces dernières semaines. Nous sommes prêts à vous aider pour résoudre ce problème. Veuillez nous contacter par DM pour plus d'informations. Nous sommes là pour vous.
1813586931986698575,vous pouvez m envoyer les avengers de la fibre svp les mêmes que j ai chez ça fait 1mois que j attend,negatif,0.9,Fibre,0.95,2,0.9,0.9158,Nous sommes désolés de l'attente que vous avez à faire avec nos services de fibre. Nous allons vérifier votre situation immédiatement et vous contacter par DM pour vous fournir plus d'informations. Nous vous remercions de votre patience.
1813604838682325386,"bon je travaille en remote chez moi et ça fait 1 semaine que j ai plus de connexion avec , ils ont envoyé un technicien qui a dit on vous envoie un autres tech et depuis plus de nouvelles, de base je kiff free, le boss etc etc mais la ,,,.",negatif,0.9,processus_sav,0.9,2,0.95,0.9158,Nous sommes désolés pour l'expérience que vous avez vécue avec votre connexion. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Pourrait-il vous plaire de nous contacter par DM pour analyser votre dossier et proposer une solution ? Nous sommes là pour vous.
1813625655374098443,il va falloir revoir la sélection des installateurs de fibre optique !!! j ai pas commandé un fil pour étendre mon linge le voisin non plus ! donc va falloir revenir !!!,negatif,0.95,Fibre,0.95,1,0.7,0.8658,Nous sommes désolés pour votre inconvénient. Nous allons vérifier la sélection des installateurs de fibre optique pour vous. Veuillez nous contacter par DM pour plus d'informations.
1813684903856468282,pourquoi j ai des bugs de connexion wsh je paye la fibre,negatif,0.95,Fibre,0.9,1,0.7,0.8491,Nous sommes désolés pour le problème de connexion de votre fibre. Nous vous invitons à nous contacter par DM pour analyser votre situation et trouver une solution rapide.
1813698687253746036,merci de m avoir fait passer une super soirée en live et merci pour ces 2 déconnexions pour une mise à jour de la box en pleine soirée... n nen l espace de 2 mois j ai déjà eu 2 soucis majeur de connexion avec votre box.... et ça sans jamais aucun geste commercial...,negatif,0.95,Pannes / Coupures,0.9,1,0.7,0.8491,Nous sommes désolés de l'expérience que vous avez vécue ces derniers mois. Nous comprenons votre frustration et nous sommes prêts à vous aider. Pourriez-vous nous envoyer un message privé avec plus de détails sur vos soucis de connexion ? Nous serons heureux de vous aider.
1813886775799984228,"c est normal des signalements pour pertes de synchro des dizaines de fois par jour , des rendez vous techniciens annulé sans prévenir le client, une assistance téléphonique qui indique que la ligne est rétablie alors que la freebox est en étape 3? freeboxultra",negatif,0.95,Fibre,0.9,2,0.95,0.9324,Nous sommes désolés pour les difficultés rencontrées avec votre Freebox Ultra. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Veuillez nous joindre par DM pour plus de détails sur votre situation. Nous nous engageons à vous répondre rapidement.
1814009656504885552,depuis le 23 06 je suis en attente d un rdv pour la fibre chez je suis du coup pas encore client et je pense qu a cette allure là je ne le serai jamais !! honteux,negatif,0.95,Fibre,0.95,1,0.75,0.8825,"Nous sommes désolés pour votre inconvénient. Nous avons pris connaissance de votre situation et nous allons vous aider à organiser un rendez-vous pour la fibre. Bien que vous n'ayez pas encore souscrit à notre offre, nous sommes prêts à vous accueillir. Veuillez nous contacter par DM pour finaliser les détails. Nous sommes là pour vous aider."
1814031065990001071,moi aussi j attend le technicien depuis une semaine,negatif,0.9,Fibre,0.9,1,0.8,0.8658,Nous sommes désolés pour la longue attente. Nous avons pris connaissance de votre cas et nous travaillons pour vous aider le plus rapidement possible. Veuillez nous contacter par DM pour en savoir plus sur votre demande.
1814034736118927866,"allo,avez vous des nouvelles pour le réseau svp ???",neutre,0.9,Pannes / Coupures,0.9,1,0.8,0.8658,Bonjour ! Nous sommes actuellement en train de vérifier les informations concernant le réseau. Nous vous recontacterons dans les plus brefs délais pour vous fournir des nouvelles. Merci de votre patience.
1814035247333253492,non plus rien depuis 15 mn même coralie est chez free en téléphonie et pas de réseau,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour l'expérience que vous avez actuellement avec votre réseau. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour plus d'informations.
1814215859520352478,bonjour j ai fait installer votre box depuis 10 min. mais comment on fait pour avoir un être humain en ligne pour assistance ? impossible au 3244 ni au 1044. merci,negatif,0.9,processus_sav,0.9,2,0.95,0.9158,Nous sommes désolés pour l'expérience que vous avez vécue. Nous sommes là pour vous aider. Veuillez nous envoyer un DM avec votre numéro de compte pour que nous puissions vous fournir une assistance rapide. Merci.
1814220122342470038,"bonjour free. cela fait 1 mois que je n ai plus internet. un rdv avait été fixé puis annulé pour, je cite puisque vous deviez intervenir dans les plus brefs délais . nnous avons as la même notion de bref délais. nque faut il faire pour avoir internet ?",negatif,0.95,Fibre,0.9,2,0.95,0.9324,Nous voulons vous excuser pour le retard sur votre rendez-vous. Nous sommes désolés de la situation et nous comprenons votre inquiétude. Nous avons priorisé votre demande et vous contacterons rapidement pour trouver une solution. Veuillez nous envoyer un DM avec votre numéro de ligne pour accélérer le processus.
1814232564715966700,"nbonjour monsieur niel nvoila plus 20 ans que j encense free depuis freesurf ! nj ai tous mes forfaits chez vous ... ndepuis le 15 fev maintenant, je n ai plu la fibre pro dans ma société qui, de fait, est en péril ... que faire ??? nquelle déception ...",negatif,0.9,Fibre,0.95,2,0.95,0.9324,Nous sommes désolés de l'inconvenient que vous rencontrez avec votre fibre Pro. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour plus d'informations sur votre situation. Nous vous remercions de votre fidélité.
1814238911964512258,normal pour vous qu un des vos employés a souscrit a ma place sans mon accord un abonnement free mobile et que l on me demande d envoyer un courrier de rétractation pour un abonnement que je n ai pas pris ?,negatif,0.95,Facturation / Paiement,0.9,2,0.95,0.9324,Nous sommes désolés pour l'inconvenient vécu. Nous allons vérifier la situation immédiatement. Veuillez nous joindre par DM pour nous fournir plus de détails et nous aider à résoudre ce problème. Nous vous remercions d'avance.
1814253298322477539,dites vous n avez pas honte de couper toute connexion et d afficher un message d erreur sur la freebox contactez un technicien pour installer la fibre c est quoi ce forcing en pleines vacances d été? vous pouvez pas attendre la rentrée? on n est pas encore en 2025!,negatif,0.95,Fibre,0.95,2,0.95,0.9491,"Nous comprenons votre inquiétude et nous excusons les difficultés rencontrées. Nous sommes désolés que vous ayez été contraint de vous déplacer pendant vos vacances. Pour vous aider, nous vous recommandons de contacter notre service technique en privé pour installer la fibre. Nous sommes là pour vous aider."
1814266726114107603,"3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rdv techniciens annulés... chez free quand ça fonctionne c est bien mais quand il y a un problème technique il n y a plus personne, ni même au téléphone. chez free j ai tout compris : fuir !",negatif,0.95,processus_sav,0.9,2,0.95,0.9324,Nous sommes désolés de l'expérience que vous avez vécue ces dernières semaines. Nous comprenons votre frustration et nous sommes prêts à vous aider. Pourrait-il vous plaire de nous contacter par DM pour analyser votre dossier et proposer une solution prioritaire ? Nous sommes là pour vous.
1814276844889289006,"impossible de contacter l assistance free si c est pas avec le numero de mobile de la personne concernée ! super, on peut pas aider les retraités !!",negatif,0.95,processus_sav,0.9,1,0.7,0.8491,"Nous sommes désolés pour l'inconvenient rencontré. Nous comprenons que le processus de contact de notre assistance peut être difficile. Pour les retraités, nous proposons d'utiliser le service de contact par courrier électronique ou par appel à notre numéro de service client. Nous sommes là pour vous aider."
1814296005510144260,"l assistance free devient complètement aberrante, l invention de proxy n arrange pas moins la situation",negatif,0.95,processus_sav,0.9,1,0.7,0.8491,Nous sommes désolés pour l'expérience que vous avez vécue. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour analyser votre dossier et trouver une solution adaptée à votre situation.
1814327641547145515,c est normal de balader vos clients victimes d un écrasement de ligne pendant un mois sans aucune information sur un délai d intervention ? pourtant la loi vous donne 8 jours pour rétablir la connexion. ou alors free je n ai pas tout compris,negatif,0.95,processus_sav,0.9,2,0.95,0.9324,Nous sommes désolés pour l'expérience que vous avez vécue. Nous avons pris connaissance de votre situation et nous vous assurons que nous travaillons activement pour rétablir la connexion le plus rapidement possible. Veuillez nous contacter par DM pour en savoir plus sur l'état de votre demande. Nous sommes là pour vous aider.
1814336903992541578,c est quoi le problème avec ? la wifi de chez moi n arrête pas de sauter. je paye 48 par mois pour ne pas avoir de connexion. foutaise !,negatif,0.95,Fibre,0.9,2,0.95,0.9324,Nous sommes désolés pour les difficultés rencontrées avec votre Wi-Fi. Nous comprenons votre frustration et nous sommes prêts à vous aider. Pourrait-il vous plaire de nous contacter par DM pour plus d'informations sur votre cas ? Nous serons heureux de vous aider.
1814348139559612633,"commence vraiment à m agacer . 3 jours pas de tv pas d internet, censé être rétabli à 16h, toujours rien. c est pas la 1ere fois que ça merde",negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés de l'inconvenient que vous rencontrez avec votre service internet. Nous comprenons votre frustration et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour analyser votre dossier et trouver une solution rapide. Nous sommes là pour vous.
1814348631937311037,"n ncoucou ! nje n arrive pas à me faire comprendre par votre conseiller, n nje souhaite avoir freebox ultra. nje possède déjà un abo netflix prime : n nje n aurai plus qu à payer la différence entre le tarif de votre forfait netflix et le prix de ma formule ?",negatif,0.9,Facturation / Paiement,0.8,1,0.7,0.7992,"Nous sommes désolé de l'expérience que vous avez vécue avec notre conseiller. Nous sommes prêts à vous aider pour changer votre offre. En tant que vous possédez déjà un abonnement Netflix Prime, la différence de prix entre nos forfaits sera prise en compte dans votre facture. Nous vous invitons à nous contacter par DM pour discuter de vos options."
1814351242035884167,problème de flux tv sur levallois 92300 alors que le débit internet est ok nvous avez des soucis identifiés ?,negatif,0.9,Pannes / Coupures,0.9,1,0.8,0.8658,Nous sommes désolé pour le problème de flux TV à Levallois 92300 malgré un débit Internet correct. Nous vous invitons à nous contacter par DM pour analyser le dossier. Nous serons heureux de vous aider.
1814353725663916160,idem ! est à cause de la panne mondiale ?,neutre,0.8,Pannes / Coupures,0.95,2,0.9,0.8825,Nous sommes désolé pour les difficultés rencontrées. Nous allons vérifier la situation et nous contacterons rapidement pour vous fournir des informations. Veuillez nous envoyer un DM avec vos informations de compte pour accélérer le traitement de votre demande.
1814354533444673583,"oui moi aussi ma freebox reste avec l écran figé. pour internet pas de problème, mais la télé une catastrophe j ai éteint et rallumé la freebox tv mais impossible de regarder les chaînes tv",negatif,0.95,Pannes / Coupures,0.95,1,0.7,0.8658,Nous sommes désolés pour ce problème avec votre Freebox TV. Nous avons pris connaissance de votre situation et nous vous recommandons de nous contacter par DM pour une analyse plus approfondie. Nous sommes là pour vous aider.
1814356388652429578,panne freebox en cours n 20 freenautes ont signalé des pannes internet dont 15 sur le réseau fibre de free depuis 15h19 n ville concernée : la roque d anthéron 13640 n n,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour les difficultés rencontrées avec votre Freebox dans la région de La Roque d'Anthéron. Nous prenons actuellement en charge cette situation prioritaire. Veuillez nous contacter par DM pour obtenir plus d'informations sur votre dossier. Nous sommes là pour vous aider.
1814361238320595218,y a t il un pb sur le réseau ? aucune communication !!! aucun message !!!! ça serait bien d informer les clients !!!!,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour les difficultés rencontrées sur votre réseau. Nous sommes en train de vérifier la situation et nous vous contacterons dès que possible. Veuillez nous envoyer un message privé avec vos informations pour que nous puissions vous aider plus rapidement.
1814362029194617328,panne tv ici dans 78. ndowndetector remonte une explosion des problèmes?une communication ?,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,Nous sommes désolés pour votre inconvenient actuel. Nous avons pris connaissance de votre problème et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour plus d'informations. Nous sommes là pour vous.
1814362356207759446,encore et encore,negatif,0.85,autre,0.9,1,0.7,0.8159,Nous sommes désolés de l'expérience que vous avez vécue. Nous sommes là pour vous aider. Merci de nous contacter par DM pour enquêter sur votre situation.
1814363066600947901,je confirme! panne sur free tv oqee!,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,Nous sommes désolés pour le problème rencontré sur Free TV. Nous allons vous aider à le résoudre le plus rapidement possible. Veuillez nous contacter par DM pour plus d'informations.
1814364867035324900,"problème panne authentification de la freebox bloquée sur étape 6, département des landes depuis 20mn environ",negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés de l'inconvenient que vous rencontrez avec votre Freebox. Nous vous recommandons de nous contacter par DM pour vous aider à résoudre ce problème. Nous vous remercions de votre patience.
1814365177191534630,oui panne sur les freebox,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,Nous sommes désolés pour le problème rencontré avec votre Freebox. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour plus d'informations.
1814365932426539130,vous aussi vous êtes bloqués à l étape 6 avec votre freebox? panne free freebox,negatif,0.95,Pannes / Coupures,0.95,1,0.7,0.8658,Nous sommes désolés pour l'inconvenient rencontré avec votre Freebox. Nous allons vérifier la situation immédiatement. Veuillez nous contacter par DM pour fournir plus de détails sur votre problème. Nous sommes là pour vous aider.
1814365941045604823,"panne internet plus de , franceinfotv, chez",negatif,0.9,Pannes / Coupures,0.95,2,0.9,0.9158,Nous sommes désolés pour la panne de votre internet. Nous sommes en train de vérifier votre situation et nous vous contacterons par DM pour vous aider à résoudre ce problème.
1814366025778864287,bonjour pas de connexion ce soir sur ma box,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour votre inconvenient actuel. Nous vous invitons à nous contacter par DM pour une prise en charge prioritaire. Nous nous efforcerons de résoudre votre problème le plus rapidement possible.
1814366189977583632,"oui pareil, apparemment il y a une panne",negatif,0.9,Pannes / Coupures,0.95,1,0.7,0.8491,Nous sommes désolé pour les inconvénients rencontrés. Nous vous invitons à nous contacter par DM pour analyser votre dossier. Nous vous remercions de votre patience.
1814366412007256112,bonjour free ! incidents en ce moment en fibre sur la france ? dans l herault ? béziers ? merci de votre réponse,neutre,0.9,Pannes / Coupures,0.9,1,0.8,0.8658,Nous sommes désolé pour les incidents en cours dans la région de Béziers. Nous vous invitons à nous contacter par DM pour plus d'informations et pour que nous puissions vous aider plus rapidement.
1814366416214048928,plus d internet depuis 45 mn ??,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,Nous sommes désolés pour le délai de votre connexion internet. Nous avons pris connaissance de votre situation et nous travaillons pour vous rétablir le plus rapidement possible. Veuillez nous contacter par DM pour plus d'informations sur votre dossier.
1814366706392863042,et sa continue maintenant internet freebox qui fonctionne plus merde,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés d'entendre que votre Freebox Internet ne fonctionne pas correctement. Nous sommes prêts à vous aider. Peut-être que nous pouvons vérifier le bon fonctionnement de votre ligne ? Veuillez nous contacter par DM pour plus d'informations.
1814367603932143955,"n freeboxultra pireboxdumonde ndéjà un débit pourrit, la tv qui freeze comme de l adsl et la carrément rien qui marche ce soir et pour prévenir de l incident ça ne marche pas non plus ndifficile de ne pas vs détester la",negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour le mal-en-route de votre service Freebox Ultra ce soir. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour analyser votre dossier et proposer une solution. Nous sommes là pour vous.
1814367744072228929,n non est vendredi soir. je n ai plus aucune chaîne de télévision depuis une demi heure. aucun accès non plus à l assistance en ligne page d erreur ou par téléphone ne répond pas . n netonnamment ça commence à me gonfler.,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour les difficultés rencontrées avec votre service de télévision. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour plus d'informations sur votre situation. Nous vous remercions de votre patience.
1814368111984029869,il y a une panne chez free ou quoi? ma box est bloqué à l étape 6,negatif,0.95,Pannes / Coupures,0.95,1,0.8,0.8991,Nous sommes désolés pour le problème rencontré avec votre box. Nous allons analyser votre cas et vous contacter par DM pour vous proposer une solution.
1814368425491222821,help free plis d internet et impossible de vous joindre par téléphone,negatif,0.95,Pannes / Coupures,0.9,2,0.95,0.9324,Nous sommes désolés pour l'inconvenient rencontré avec votre internet. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous vous remercions de votre patience.
1814368437122035989,encore en panne sur besançon mais c est quoi ce bordel depuis 2mois ???? n freebox free,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour la longue durée de votre panne à Besançon. Nous comprenons votre inquiétude et nous travaillons activement pour résoudre ce problème. Veuillez nous contacter par DM pour plus d'informations sur votre dossier. Nous sommes là pour vous aider.
1814368731113324770,panne freebox probleme connexion,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour le problème de connexion de votre Freebox. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour plus d'informations.
1814368748637192638,en panne aussi,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,Nous sommes désolés pour votre inconvenient. Nous vous aidons prioritairement. Veuillez nous contacter par DM avec vos informations pour que nous puissions vous aider le plus rapidement possible.
