id,tweet,sentiment,thème,urgence,confiance
1814348631937311037,"n ncoucou ! nje n arrive pas à me faire comprendre par votre conseiller, n nje souhaite avoir freebox ultra. nje possède déjà un abo netflix prime : n nje n aurai plus qu à payer la différence entre le tarif de votre forfait netflix et le prix de ma formule ?",neutre,Espace Client,1,0.78
1814351242035884167,problème de flux tv sur levallois 92300 alors que le débit internet est ok nvous avez des soucis identifiés ?,neutre,Panne Internet,1,0.82
1814353725663916160,idem ! est à cause de la panne mondiale ?,neutre,Panne Internet,1,0.76
1814354533444673583,"oui moi aussi ma freebox reste avec l écran figé. pour internet pas de problème, mais la télé une catastrophe j ai éteint et rallumé la freebox tv mais impossible de regarder les chaînes tv",negatif,Panne Internet,2,0.88
1814356388652429578,panne freebox en cours n 20 freenautes ont signalé des pannes internet dont 15 sur le réseau fibre de free depuis 15h19 n ville concernée : la roque d anthéron 13640 n n,neutre,Panne Internet,2,0.84
1814361238320595218,y a t il un pb sur le réseau ? aucune communication !!! aucun message !!!! ça serait bien d informer les clients !!!!,negatif,Panne Internet,2,0.86
1814362029194617328,panne tv ici dans 78. ndowndetector remonte une explosion des problèmes?une communication ?,neutre,Panne Internet,2,0.82
1814362356207759446,encore et encore,negatif,Panne Internet,2,0.74
1814363066600947901,je confirme! panne sur free tv oqee!,neutre,Panne Internet,2,0.84
1814364867035324900,"problème panne authentification de la freebox bloquée sur étape 6, département des landes depuis 20mn environ",neutre,Panne Internet,2,0.86
1814365177191534630,oui panne sur les freebox,neutre,Panne Internet,2,0.82
1814365932426539130,vous aussi vous êtes bloqués à l étape 6 avec votre freebox? panne free freebox,neutre,Panne Internet,2,0.84
1814365941045604823,"panne internet plus de , franceinfotv, chez",neutre,Panne Internet,2,0.8
1814366025778864287,bonjour pas de connexion ce soir sur ma box,neutre,Panne Internet,2,0.82
1814366189977583632,"oui pareil, apparemment il y a une panne",neutre,Panne Internet,2,0.82
1814366412007256112,bonjour free ! incidents en ce moment en fibre sur la france ? dans l herault ? béziers ? merci de votre réponse,neutre,Panne Internet,1,0.84
1814366416214048928,plus d internet depuis 45 mn ??,neutre,Panne Internet,2,0.8
1814366706392863042,et sa continue maintenant internet freebox qui fonctionne plus merde,negatif,Panne Internet,2,0.84
1814367603932143955,"n freeboxultra pireboxdumonde ndéjà un débit pourrit, la tv qui freeze comme de l adsl et la carrément rien qui marche ce soir et pour prévenir de l incident ça ne marche pas non plus ndifficile de ne pas vs détester la",negatif,Panne Internet,3,0.92
1814367744072228929,n non est vendredi soir. je n ai plus aucune chaîne de télévision depuis une demi heure. aucun accès non plus à l assistance en ligne page d erreur ou par téléphone ne répond pas . n netonnamment ça commence à me gonfler.,negatif,Panne Internet,3,0.9
1814368111984029869,il y a une panne chez free ou quoi? ma box est bloqué à l étape 6,neutre,Panne Internet,2,0.82
1814368425491222821,help free plis d internet et impossible de vous joindre par téléphone,negatif,Panne Internet,3,0.88
1814368437122035989,encore en panne sur besançon mais c est quoi ce bordel depuis 2mois ???? n freebox free,negatif,Panne Internet,3,0.9
1814368731113324770,panne freebox probleme connexion,neutre,Panne Internet,2,0.82
1814368748637192638,en panne aussi,neutre,Panne Internet,2,0.78
