tweet_id,tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,reponse_free
1813886775799984228,"c est normal des signalements pour pertes de synchro des dizaines de fois par jour , des rendez vous techniciens annulé sans prévenir le client, une assistance téléphonique qui indique que la ligne est rétablie alors que la freebox est en étape 3? freeboxultra",negatif,0.95,Fibre,0.9,2,0.95,0.9324,"Nous sommes désolés pour les problèmes rencontrés avec votre Freebox Ultra. Nous vous recommandons de vérifier les câbles et les voyants de votre Freebox, puis de redémarrer le serveur Freebox si nécessaire. Si les problèmes persistents, merci de nous contacter par DM avec votre numéro de ligne pour une prise en charge prioritaire. Nous sommes là pour vous aider."
1814009656504885552,depuis le 23 06 je suis en attente d un rdv pour la fibre chez je suis du coup pas encore client et je pense qu a cette allure là je ne le serai jamais !! honteux,negatif,0.95,Fibre,0.95,1,0.75,0.8825,"Nous sommes désolés d'entendre que vous n'avez toujours pas pu bénéficier de notre service de fibre. Nous vous invitons à vérifier les câbles et les voyants de votre Freebox Fibre pour trouver une solution possible. Si vous avez besoin d'aide supplémentaire, n'hésitez pas à nous contacter par DM pour une analyse plus détaillée de votre dossier. Nous sommes là pour vous aider."
1814031065990001071,moi aussi j attend le technicien depuis une semaine,negatif,0.9,Fibre,0.9,1,0.8,0.8658,"Nous sommes désolés de l'attente que vous avez à faire pour le technicien. Nous vous recommandons de vérifier les câbles et les voyants de votre Freebox Fibre pour voir si cela ne résout pas votre problème. Si cela ne fonctionne toujours pas, n'hésitez pas à nous contacter par DM pour plus d'informations. Nous sommes là pour vous aider."
1814034736118927866,"allo,avez vous des nouvelles pour le réseau svp ???",neutre,0.9,Pannes / Coupures,0.9,1,0.8,0.8658,"Bonjour ! Nous suivons de près les évolutions de notre réseau. Si vous rencontrez des difficultés, n'hésitez pas à nous contacter par DM pour que nous puissions vous aider."
1814035247333253492,non plus rien depuis 15 mn même coralie est chez free en téléphonie et pas de réseau,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés de l'expérience vécue avec votre réseau. Nous allons vérifier immédiatement la situation et vous contacter par DM pour vous fournir les informations nécessaires. Veuillez nous donner vos coordonnées par DM. Nous sommes là pour vous aider.
1814215859520352478,bonjour j ai fait installer votre box depuis 10 min. mais comment on fait pour avoir un être humain en ligne pour assistance ? impossible au 3244 ni au 1044. merci,negatif,0.9,processus_sav,0.9,2,0.95,0.9158,"Nous sommes désolés pour votre expérience. Nous sommes là pour vous aider. Pour obtenir assistance humaine, veuillez envoyer un message privé avec vos informations de compte. Nous vous répondrons le plus rapidement possible."
1814220122342470038,"bonjour free. cela fait 1 mois que je n ai plus internet. un rdv avait été fixé puis annulé pour, je cite puisque vous deviez intervenir dans les plus brefs délais . nnous avons as la même notion de bref délais. nque faut il faire pour avoir internet ?",negatif,0.95,Fibre,0.9,2,0.95,0.9324,"Nous sommes désolé pour le retard dans votre connexion internet. Nous avons pris connaissance de votre cas et nous sommes prêts à intervenir rapidement. Pour commencer, vérifiez que tous les câbles sont bien branchés et que la jarretière optique n'est pas pliée ou écrasée. Si vous avez des difficultés à identifier les voyants de votre Freebox Fibre, nous vous recommandons de consulter notre guide SAV Free pour les interpréter. N'hésitez pas à nous contacter par DM pour fournir plus de détails sur votre situation. Nous sommes là pour vous aider."
1814232564715966700,"nbonjour monsieur niel nvoila plus 20 ans que j encense free depuis freesurf ! nj ai tous mes forfaits chez vous ... ndepuis le 15 fev maintenant, je n ai plu la fibre pro dans ma société qui, de fait, est en péril ... que faire ??? nquelle déception ...",negatif,0.9,Fibre,0.95,2,0.95,0.9324,"Nous sommes désolé pour votre inconvenient avec la fibre Pro. Nous vous recommandons de vérifier les câbles et les voyants Freebox Fibre. Si le problème persiste, veuillez nous contacter par DM pour une prise en charge prioritaire. Nous sommes là pour vous aider."
1814238911964512258,normal pour vous qu un des vos employés a souscrit a ma place sans mon accord un abonnement free mobile et que l on me demande d envoyer un courrier de rétractation pour un abonnement que je n ai pas pris ?,negatif,0.95,Facturation / Paiement,0.9,2,0.95,0.9324,"Nous sommes désolés pour l'inconvenient causé. Nous allons vérifier la situation immédiatement. Veuillez nous envoyer un courrier de rétractation pour le service mobile en question, précisant la raison de votre contestation. Nous vous recontacterons rapidement pour vous aider."
1814253298322477539,dites vous n avez pas honte de couper toute connexion et d afficher un message d erreur sur la freebox contactez un technicien pour installer la fibre c est quoi ce forcing en pleines vacances d été? vous pouvez pas attendre la rentrée? on n est pas encore en 2025!,negatif,0.95,Fibre,0.95,2,0.95,0.9491,"Nous sommes désolés pour la difficulté rencontrée avec votre connexion fibre. Nous vous recommandons de vérifier les câbles et les voyants de votre Freebox Fibre. Si le problème persiste, n'hésitez pas à nous contacter pour une prise en charge prioritaire. Merci de nous informer de vos détails pour que nous puissions vous aider le plus rapidement possible."
1814266726114107603,"3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rdv techniciens annulés... chez free quand ça fonctionne c est bien mais quand il y a un problème technique il n y a plus personne, ni même au téléphone. chez free j ai tout compris : fuir !",negatif,0.95,processus_sav,0.9,2,0.95,0.9324,Nous sommes désolés de l'expérience que vous avez vécue ces dernières semaines. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Veuillez nous contacter par DM pour analyser votre dossier et proposer une solution adaptée. Nous sommes là pour vous.
1814276844889289006,"impossible de contacter l assistance free si c est pas avec le numero de mobile de la personne concernée ! super, on peut pas aider les retraités !!",negatif,0.95,processus_sav,0.9,1,0.7,0.8491,Nous sommes désolés pour l'inconvénient rencontré. Nous comprenons que le processus de contact peut être difficile. Nous vous proposons d'utiliser le chat en ligne pour obtenir une aide plus rapide. Nous sommes là pour vous aider.
1814296005510144260,"l assistance free devient complètement aberrante, l invention de proxy n arrange pas moins la situation",negatif,0.95,processus_sav,0.9,1,0.7,0.8491,Nous sommes désolés pour l'expérience décevante que vous avez vécue. Nous sommes en train de vérifier votre situation et nous vous contacterons rapidement pour trouver une solution. N'hésitez pas à nous contacter par DM pour plus d'informations.
1814327641547145515,c est normal de balader vos clients victimes d un écrasement de ligne pendant un mois sans aucune information sur un délai d intervention ? pourtant la loi vous donne 8 jours pour rétablir la connexion. ou alors free je n ai pas tout compris,negatif,0.95,processus_sav,0.9,2,0.95,0.9324,Nous sommes désolés pour l'expérience que vous avez vécue. Nous comprenons votre inquiétude et nous sommes prioritaires pour rétablir la connexion. Veuillez nous contacter par DM pour que nous puissions vous aider plus rapidement. Nous sommes là pour vous.
1814336903992541578,c est quoi le problème avec ? la wifi de chez moi n arrête pas de sauter. je paye 48 par mois pour ne pas avoir de connexion. foutaise !,negatif,0.95,Fibre,0.9,2,0.95,0.9324,Nous sommes désolés pour les inconvénients rencontrés avec votre connexion Wi-Fi. Nous vous recommandons de vérifier les câbles et les voyants de votre Freebox Fibre pour identifier la cause du problème. N'hésitez pas à nous contacter par DM pour plus d'informations. Nous sommes là pour vous aider.
1814348139559612633,"commence vraiment à m agacer . 3 jours pas de tv pas d internet, censé être rétabli à 16h, toujours rien. c est pas la 1ere fois que ça merde",negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés de l'inconvenient rencontré avec votre service Internet. Nous comprenons votre frustration et nous sommes prêts à vous aider. Pourriez-vous nous envoyer un message privé avec votre numéro de ligne et votre adresse e-mail pour que nous puissions vous aider plus rapidement ? Nous sommes là pour vous.
1814348631937311037,"n ncoucou ! nje n arrive pas à me faire comprendre par votre conseiller, n nje souhaite avoir freebox ultra. nje possède déjà un abo netflix prime : n nje n aurai plus qu à payer la différence entre le tarif de votre forfait netflix et le prix de ma formule ?",negatif,0.9,Facturation / Paiement,0.8,1,0.7,0.7992,Nous sommes désolé de l'expérience que vous avez eue avec notre conseiller. Nous sommes prêts à vous aider pour changer votre offre et vous proposer Freebox Ultra. Vous pouvez contacter notre service client pour plus d'informations sur les coûts supplémentaires liés à l'abonnement Netflix Prime. Nous vous invitons à nous contacter par DM pour discuter de vos options.
1814351242035884167,problème de flux tv sur levallois 92300 alors que le débit internet est ok nvous avez des soucis identifiés ?,negatif,0.9,Pannes / Coupures,0.9,1,0.8,0.8658,Nous sommes désolé de l'inconvenient rencontré avec votre flux TV à Levallois (92300). Nous allons vérifier la ligne pour vous fournir une solution rapide. Veuillez nous contacter par DM pour fournir plus d'informations sur votre numéro de ligne. Nous sommes là pour vous aider.
1814353725663916160,idem ! est à cause de la panne mondiale ?,neutre,0.8,Pannes / Coupures,0.95,2,0.9,0.8825,Nous sommes désolé pour l'inconvenient que vous rencontrez. Nous allons vérifier la situation pour vous fournir des informations plus précises. Veuillez nous joindre par DM avec vos détails de compte pour accélérer le processus.
1814354533444673583,"oui moi aussi ma freebox reste avec l écran figé. pour internet pas de problème, mais la télé une catastrophe j ai éteint et rallumé la freebox tv mais impossible de regarder les chaînes tv",negatif,0.95,Pannes / Coupures,0.95,1,0.7,0.8658,"Nous sommes désolés pour le problème que vous rencontrez avec votre Freebox TV. Nous vous recommandons de vérifier les câbles et les connexions. Si le problème persiste, merci de nous contacter par DM pour plus d'assistance. Nous sommes là pour vous aider."
1814356388652429578,panne freebox en cours n 20 freenautes ont signalé des pannes internet dont 15 sur le réseau fibre de free depuis 15h19 n ville concernée : la roque d anthéron 13640 n n,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour les difficultés rencontrées avec votre Freebox à La Roque d'Anthéron. Nous sommes en train de vérifier la situation et nous nous engagerons à trouver une solution le plus rapidement possible. Veuillez nous contacter par DM pour fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
1814361238320595218,y a t il un pb sur le réseau ? aucune communication !!! aucun message !!!! ça serait bien d informer les clients !!!!,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolé pour le problème rencontré avec votre réseau. Nous vous invitons à envoyer un message privé pour analyser le problème et vous proposer une solution. Nous vous remercions de votre patience.
1814362029194617328,panne tv ici dans 78. ndowndetector remonte une explosion des problèmes?une communication ?,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,"Nous sommes désolés pour votre inconvenient actuel avec votre télévision. Nous vous recommandons de vérifier la connexion de votre box Freebox ou de vérifier si le problème vient de votre fournisseur d'accès internet. Si le problème persiste, n'hésitez pas à nous contacter par DM pour plus d'informations. Nous sommes là pour vous aider."
1814362356207759446,encore et encore,negatif,0.85,autre,0.9,1,0.7,0.8159,"Nous sommes désolé de l'expérience que vous venez de vivre. Nous sommes là pour vous aider. Si vous avez besoin de nous, n'hésitez pas à nous contacter par DM pour nous fournir plus de détails. Nous serons heureux de vous aider."
1814363066600947901,je confirme! panne sur free tv oqee!,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,"Nous sommes désolés pour l'inconvenient rencontré avec votre Free TV. Nous vous recommandons de vérifier les câbles et les connecteurs pour résoudre le problème. Si la panne persiste, merci de nous contacter par DM pour une prise en charge prioritaire. Nous sommes là pour vous aider."
1814364867035324900,"problème panne authentification de la freebox bloquée sur étape 6, département des landes depuis 20mn environ",negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,"Nous sommes désolés de l'inconvénient rencontré avec votre Freebox. Nous vous recommandons de vérifier votre identifiant (adresse mail @free.fr + mot de passe associé) et de réessayer l'authentification. Si le problème persiste, veuillez nous contacter par DM avec votre numéro de ligne pour une prise en charge prioritaire. Nous vous remercions de votre patience."
1814365177191534630,oui panne sur les freebox,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,Nous sommes désolés de l'inconvenient rencontré avec votre Freebox. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème le plus rapidement possible.
1814365932426539130,vous aussi vous êtes bloqués à l étape 6 avec votre freebox? panne free freebox,negatif,0.95,Pannes / Coupures,0.95,1,0.7,0.8658,Nous sommes désolés pour le problème que vous rencontrez avec votre Freebox. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous serons heureux de vous aider.
1814365941045604823,"panne internet plus de , franceinfotv, chez",negatif,0.9,Pannes / Coupures,0.95,2,0.9,0.9158,Nous sommes désolés pour les problèmes rencontrés avec votre accès internet. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous vous répondrons dès que possible.
1814366025778864287,bonjour pas de connexion ce soir sur ma box,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,"Nous sommes désolés de l'inconvenient rencontré avec votre box. Nous vous recommandons de vérifier les câbles et les connecteurs. Si le problème persiste, veuillez nous contacter par DM pour une prise en charge prioritaire."
1814366189977583632,"oui pareil, apparemment il y a une panne",negatif,0.9,Pannes / Coupures,0.95,1,0.7,0.8491,Nous sommes désolé pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour analyser votre situation et trouver une solution rapide.
1814366412007256112,bonjour free ! incidents en ce moment en fibre sur la france ? dans l herault ? béziers ? merci de votre réponse,neutre,0.9,Pannes / Coupures,0.9,1,0.8,0.8658,"Bonjour ! Nous sommes actuellement en train de vérifier les incidents en fibre sur la France, y compris dans le département de l'Hérault, à Béziers. Merci de patienter un peu plus. Nous vous contacterons rapidement pour vous informer de l'état de votre connexion. N'hésitez pas à nous contacter par DM si vous avez d'autres questions ou si vous souhaitez nous fournir plus de détails."
1814366416214048928,plus d internet depuis 45 mn ??,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,"Nous sommes désolés de l'écroulement de votre connexion internet depuis 45 minutes. Nous recommandons de vérifier votre modem Freebox et de réinitialiser-le si nécessaire. Si le problème persiste, veuillez nous contacter par DM pour une prise en charge prioritaire. Nous sommes là pour vous aider."
1814366706392863042,et sa continue maintenant internet freebox qui fonctionne plus merde,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,"Nous sommes désolés de l'expérience que vous avez avec votre Freebox. Nous vous recommandons de vérifier les câbles et les paramètres de votre box. Si le problème persiste, merci de nous contacter par DM pour une prise en charge prioritaire."
1814367603932143955,"n freeboxultra pireboxdumonde ndéjà un débit pourrit, la tv qui freeze comme de l adsl et la carrément rien qui marche ce soir et pour prévenir de l incident ça ne marche pas non plus ndifficile de ne pas vs détester la",negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour l'expérience inopinée vécue ce soir avec votre Freebox Ultra. Nous allons vérifier les lignes pour vous proposer une solution rapide. Veuillez nous contacter par DM pour nous fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
1814367744072228929,n non est vendredi soir. je n ai plus aucune chaîne de télévision depuis une demi heure. aucun accès non plus à l assistance en ligne page d erreur ou par téléphone ne répond pas . n netonnamment ça commence à me gonfler.,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,"Nous sommes désolés de l'expérience que vous avez vécue. Nous comprenons que cela peut être frustrant. Veuillez nous communiquer vos informations (numéro de ligne, identifiants) via un message privé pour que nous puissions vous aider le plus rapidement possible. Nous sommes là pour vous."
1814368111984029869,il y a une panne chez free ou quoi? ma box est bloqué à l étape 6,negatif,0.95,Pannes / Coupures,0.95,1,0.8,0.8991,"Nous sommes désolés pour la panne que vous rencontrez avec votre box. Nous vous recommandons de vérifier les étapes de synchronisation et de réessayer. Si la panne persiste, merci de nous contacter par DM pour une prise en charge prioritaire."
1814368425491222821,help free plis d internet et impossible de vous joindre par téléphone,negatif,0.95,Pannes / Coupures,0.9,2,0.95,0.9324,"Nous sommes désolés pour le problème rencontré avec votre accès internet. Nous vous recommandons de vérifier votre connexion et, si le problème persiste, de nous contacter par DM pour une prise en charge prioritaire."
1814368437122035989,encore en panne sur besançon mais c est quoi ce bordel depuis 2mois ???? n freebox free,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés d'entendre que vous souffrez de pannes depuis plusieurs semaines à Besançon. Nous comprenons votre inquiétude et nous sommes prêts à vous aider. Nous vous invitons à nous contacter par DM pour analyser votre dossier et proposer une solution adaptée. Nous sommes là pour vous.
1814368731113324770,panne freebox probleme connexion,negatif,0.95,Pannes / Coupures,0.95,2,0.95,0.9491,Nous sommes désolés pour votre inconvenient avec votre Freebox et la connexion. Nous allons vous aider à résoudre ce problème. Veuillez nous contacter par DM pour fournir plus d'informations sur votre situation. Nous vous remercions de votre patience.
1814368748637192638,en panne aussi,negatif,0.9,Pannes / Coupures,0.95,2,0.95,0.9324,"Nous sommes désolés de l'entendre, nous comprenons votre inquiétude. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous vous répondrons le plus rapidement possible."
