id,created_at,tweet,screen_name,name,user_id,in_reply_to
1814238911964512258,2024-07-19 12:00:38 +02:00,Normal pour vous quun des vos employés a souscrit a ma place sans mon accord un abonnement Free mobile et que lon me demande denvoyer un courrier de rétractation pour un abonnement que JE nai pas pris,TabaryErwin,Tabary Erwin,850884319,
1814253298322477539,2024-07-19 12:57:48 +02:00,Dites vous n’avez pas honte de couper toute connexion et d’afficher un message d’erreur sur la freebox « contactez un technicien pour installer la fibre » c’est quoi ce forcing en pleines vacances d’été Vous pouvez pas attendre la rentrée On n’est pas encore en 2025,cavasesavoir2,Et ça…,1597179935369695232,1.4855932949440635e+18
1814266726114107603,2024-07-19 13:51:09 +02:00,"3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rdv techniciens annulés Chez free quand ça fonctionne cest bien mais quand il y a un problème technique il ny a plus personne, ni même au téléphone Chez free jai tout compris FUIR",reisen67,Éric,305286256,
1814276844889289006,2024-07-19 14:31:22 +02:00,"Impossible de contacter l’assistance free si c’est pas avec le numero de mobile de la personne concernée Super, on peut pas aider les retraités",Francedz213,m,761099040,
1814296005510144260,2024-07-19 15:47:30 +02:00,"l’assistance Free devient complètement aberrante, l’invention de Proxy n’arrange pas moins la situation",enzonaute,enzo ¿ ,480318786,1.8142852032018273e+18
1814299035529834820,2024-07-19 15:59:32 +02:00,abonnée myCANAL via je n’ai pas récupéré la diffusion sur mon téléviseur…ça fonctionne sur tablette…estce normal,MissWlad,Miss Wlad ن ✡🏌🏻‍♀️🇪🇺🇵🇱🇺🇦🇮🇱🎗️,1845168277,
1814306411746054410,2024-07-19 16:28:51 +02:00,Sa donne que j’ai besoin de couverture au travail help me saint Pol sur Ternoise 62130,raynald62,Raynald RAY RAY,366673808,1.8113409014504737e+18
1814314333343465484,2024-07-19 17:00:20 +02:00,Toujours de chaine 103 et 104 HDR sur sur ma tv samsung,mrkilkenny91,MrKilkennnny,40479195,1.8132675885601344e+18
1814327641547145515,2024-07-19 17:53:12 +02:00,cest normal de balader vos clients victimes dun écrasement de ligne pendant un mois sans aucune information sur un délai dintervention Pourtant la loi vous donne 8 jours pour rétablir la connexion Ou alors free je nai pas tout compris,ADianeadam,Diane Adam,2344076950,
1814334384704565600,2024-07-19 18:20:00 +02:00,je n’en peux plus 1 mois que la box s’arrête en pleine journée pour ne redémarrer qu’a 23h impossible de vous joindre C’est terminé je résilie À ce niveau c’est de l’incompétence,CalieeeFourchon,CalieFourchon,775070842514538496,
1814336508846899237,2024-07-19 18:28:27 +02:00,"il faudrait deja commencer par assurer un reseau correct pas de reseau mobile depuis une semaine dans le Nord des Landes, free annonce une maintenance des relais, et maintenant comme ça dure, free accuse Enedis pour une histoire de compteur electrique de qui se moque ton",JosDuklein,Joseph Duklein,1730631343149617153,1.8139226624875686e+18
1814336903992541578,2024-07-19 18:30:01 +02:00,C’est quoi le problème avec La wifi de chez moi n’arrête pas de sauter Je paye 48€ par mois pour ne pas avoir de connexion Foutaise,DebyZknd,Z I K O N D O 🇨🇩🍭,748063508,
1814344612590358589,2024-07-19 19:00:39 +02:00,C’est parti pour la finale du Mondial de rugby U20 💪🇫🇷 ALLEZ LES BLEUETS #lequipeRUGBY,lachainelequipe,la chaine L'Équipe,2231296237,
1814348139559612633,2024-07-19 19:14:40 +02:00,"Commence vraiment à magacer 3 jours pas de Tv pas dinternet, censé être rétabli à 16h, toujours rien Cest pas la 1ere fois que ça merde",AnaisSeref,Anaïs.,32882214,
1814348364185538617,2024-07-19 19:15:33 +02:00,La diffusion de interrompue depuis plus de dix’ minutes sur #freebox,Fab_LCL,Fabrice Leclerc,14673874,
1814348631937311037,2024-07-19 19:16:37 +02:00,"Coucou Je narrive pas à me faire comprendre par votre conseiller, Je souhaite avoir gt Freebox Ultra Je possède déjà un abo netflix prime Je naurai plus quà payer la différence entre le tarif de votre forfait Netflix et le prix de ma formule",Lecteur_Du_Soir,Kiard,1496575107220881417,
1814348648827834768,2024-07-19 19:16:41 +02:00,"bonjour, pas mal de problème de réception chaînes, êtesvous confronté à divers problèmes Merci pour votre retour",frigotier59,Frigotier59,387807040,
1814350121863180290,2024-07-19 19:22:32 +02:00,"Jai FR2FR3 et quelques autres où jai un écran noir BFM ça sarrête, revient, sarrête",Michaela31700,Michaela70,813551671,1.8143483641855386e+18
1814351024800338122,2024-07-19 19:26:07 +02:00,Je pensais être le seul ça me clc la sah,Azyakitte,🇨🇴🇵🇸,1537744518946119686,1.8143369039925417e+18
1814351117712818309,2024-07-19 19:26:30 +02:00,"Ho cest quoi cette merde là jai beau redémarrer la box, là chaine léquipe 21 fait que de couper Sur mycanal ça coupe pas",kaelinou,Mickæl KÆL ,127566977,1.8143497645713452e+18
1814351196942970891,2024-07-19 19:26:49 +02:00,"je tente de regarder le rugby sur là Cest un enfer ça saute toute les 2 secondes Cest partout chez vous ou juste moi En attendant je coupe, cest infernal 😩",Heddicmi,Heddicmi,215987080,
1814351242035884167,2024-07-19 19:26:59 +02:00,Problème de flux Tv sur Levallois 92300 alors que le débit internet est ok Vous avez des soucis identifiés,GrienerA,Griener Marc-Alban,1376423507899351041,
1814351414161732036,2024-07-19 19:27:40 +02:00,"Bonjour, pareil de notre côté",BadjudaTella,Badjuda Preta Bonita 🇬🇼,1180262848926289922,1.814348648827835e+18
1814352298845319666,2024-07-19 19:31:11 +02:00,"J en ai marre Jessaie de regarder la finale de la coupe du monde de rugby U20 sur la chaine l’Équipe Mission impossible Des coupures toutes les 3 minutes Heureusement je peux regarder la même chaine grâce à la TNT Mais pourquoi payer 40,00€ si Free ne sert à rien",blavier86,Portalet,840621571672797187,1.7975699140157809e+18
1814353719720325462,2024-07-19 19:36:50 +02:00,"Y a pas mal de chaines qui beuguent,jespère que #Freebox va régler ca assez vit😡",Pisse__Partout,Nain...Connu,1558150072793276417,1.8143483641855386e+18
1814353725663916160,2024-07-19 19:36:51 +02:00,Idem Est à cause de la panne mondiale,fredupdate,frederic mombrun,26747983,1.814348648827835e+18
1814354329827991701,2024-07-19 19:39:15 +02:00,Idem les trois quarts des chaînes écran noir ou image figée,Fab_LCL,Fabrice Leclerc,14673874,1.8143537197203254e+18
1814354533444673583,2024-07-19 19:40:04 +02:00,"Oui moi aussi ma freebox reste avec lécran figé Pour internet pas de problème, mais la télé une catastrophe😤 jai éteint et rallumé la freebox tv mais impossible de regarder les chaînes TV 😭",KB79748687,K.B,1344389082105982978,1.814348648827835e+18
1814356278237368711,2024-07-19 19:47:00 +02:00,"honteux la connection chez free, impossible de suivre léquipe de France en finale de la coupe du monde de rugby",Ytzaka_,Bernard Barbarroux,1226594974965301249,
1814356388652429578,2024-07-19 19:47:26 +02:00,⚠#PANNE FREEBOX EN COURS⚠ 📡20 freenautes ont signalé des pannes #Internet dont 15 sur le réseau #fibre de #Free depuis 15h19 🌍Ville concernée La RoquedAnthéron 13640 ⬇️⬇️⬇️,zoneadsl_panne,Pannes Internet et Mobile,1593636653117104128,
1814358944497664395,2024-07-19 19:57:36 +02:00,idem mais là ça fait 30sec que ça déconne plus vous connaissez les RS pour informer vos clients de vos problèmes,ODILEderaies,Collapsa,97459096,1.814348648827835e+18
1814358979511763365,2024-07-19 19:57:44 +02:00,Le désordre continue avec une image saccadée sur les téléviseurs des clients de ⁦⁦Freebox⁩ Peutêtre quil serait temps de se demander si ce nest pas le service qui est défaillant⁦free⁩ 🤫🤨,VigneDe,Feuille de Vigne..,1498770301,
1814360105342660968,2024-07-19 20:02:12 +02:00,Jamais vu une box aussi chiante que celle de chez free,daika_comores,Fathy,551043066,1.8143589444976645e+18
1814360763919655031,2024-07-19 20:04:49 +02:00,Bonsoir y atil un problème avec le serveur ma box ne capte rien merci,Boyer71Fanzine,Paranoïa fanzine,730342937268260864,
1814360943918211385,2024-07-19 20:05:32 +02:00,lApp est down sur box Androïd et TV Samsung #free #freebox,_Franck_Paris,Parisien,96588423,
1814361238320595218,2024-07-19 20:06:43 +02:00,y’a t’il un pb sur le réseau Aucune communication Aucun message Ça serait bien d’informer les clients,nach_mum,AStar⭐️,781238514,
1814361330196926929,2024-07-19 20:07:04 +02:00,Oui pareil erreur dash,mathieukeny75,Respublica,58240092,1.814348648827835e+18
1814362021707583763,2024-07-19 20:09:49 +02:00,Et sinon le BUG DE OQEE ON EN PARLE,uytgdblljgf,Dood,1636461836059942931,1.7975699140157809e+18
1814362029194617328,2024-07-19 20:09:51 +02:00,panne TV ici dans 78 Downdetector remonte une explosion des problèmesune communication,Team_nJOY,Team nJOY,735433123,
1814362356207759446,2024-07-19 20:11:09 +02:00,Encore et encore,m_marchionni,MMarchionni,1662482029,1.8143563886524296e+18
1814363066600947901,2024-07-19 20:13:58 +02:00,Je confirme Panne sur Free TV OQEE,Dhebby1973,DB11,1513444133305819136,1.8143609439182113e+18
1814363117532422254,2024-07-19 20:14:11 +02:00,oh pitié ça fait 4h que jai pas de co faites quelque chose,PaperBloute,Blite 🇵🇸🔥,1057392462589820933,
1814363924684517557,2024-07-19 20:17:23 +02:00,Vous aussi vous avez un souci avec votre #freebox Erreur 20 d’authentification Et sa bug quand il arrive à s’identifier difficilement #free,Alinolord,Alino®️,481241514,
1814364083820318967,2024-07-19 20:18:01 +02:00,"Vos liens ne donnent pas la possibilité de sadresser à vous quand on nest pas abonné Free Vous en revanche, vous percez les façades de tout le monde, sans en avoir lautorisation Rdv au Tribunal",Tubbydev,Tubbydev,449802600,1.8141946040334054e+18
1814364127261012234,2024-07-19 20:18:11 +02:00,Ouais la même,Megiland,🎃 Megiland ☂️,2294134500,1.8143639246845176e+18
1814364499391996414,2024-07-19 20:19:40 +02:00,Pareil,Nan0uu77,Mariiiiina 🦋,1649304344523579395,1.8143639246845176e+18
1814364822408180214,2024-07-19 20:20:57 +02:00,"oqee est HS ce soir, il demande a se connecter depuis une ligne free, et fait un internal serveur error quand on veut sauthent",Clank_gk,Clank,2197004902,
1814364867035324900,2024-07-19 20:21:08 +02:00,"problème panne authentification de la Freebox bloquée sur étape 6, département des Landes depuis 20mn environ",Stephanux40,Stephanux40,443284058,
1814364915911557280,2024-07-19 20:21:19 +02:00,Bloqué à létape 6,StefDark,Loutre,490330383,1.8143639246845176e+18
1814365145579094224,2024-07-19 20:22:14 +02:00,"Pareil, bloqué à létape 6😪",michaeltartar,Michaël Tartar,20420438,1.8143639246845176e+18
1814365177191534630,2024-07-19 20:22:22 +02:00,Oui panne sur les Freebox,KingKamui16,Cédric CROSLAND,3361261593,1.8143609439182113e+18
1814365329507643661,2024-07-19 20:22:58 +02:00,Bloqué étape 6…,Mozzy_R,Mozzy,1306247555613896704,1.8143639246845176e+18
1814365369529970744,2024-07-19 20:23:08 +02:00,La même et le site semble KO aussi #free,ROLOONS,ROLOONS ⏚,806724614,1.8143639246845176e+18
1814365629883003146,2024-07-19 20:24:10 +02:00,", un souci actuellement Je suis bloqué étape 6 de la Freebox",GaelBresson,Gael Bresson,741579021448826880,
1814365932426539130,2024-07-19 20:25:22 +02:00,Vous aussi vous êtes bloqués à létape 6 avec votre freebox #panne #free #freebox,sebravoisier,Ravoisier Sébastien,1414142120,
1814365941045604823,2024-07-19 20:25:24 +02:00,"Panne internet plus de , franceinfotv, chez",EricGhaffar,Eric Ghaffar,243663732,
1814365976307060924,2024-07-19 20:25:32 +02:00,"Aujourdhui cest le #ITOutageDay, et a décidé dy participer à sa manière, freebox TV out, ainsi que lauthentification pour Cest crowdStrike qui soccupe de la sécurité chez vous 😆",mickeul16,🇩🇴Mickeul🇫#StandWithUkrainianBrothers🇺🇦🇺🇦,193658504,
1814366025778864287,2024-07-19 20:25:44 +02:00,bonjour pas de connexion ce soir sur ma box 😭,FuckedUpMinded_,Last Hope. ‎⎊ 🇫🇷⭐️⭐️,43142494,
1814366035518054552,2024-07-19 20:25:46 +02:00,"Bonjour, nous sommes plusieurs bloqués à létape 6 Un problème général",VictorPivertOff,Victor Pivert,3472678216,
1814366183824486679,2024-07-19 20:26:22 +02:00,Oui Depuis 3 quarts d’heure 😫,HellN_rocks,Hélène,153913855,1.814365932426539e+18
1814366189977583632,2024-07-19 20:26:23 +02:00,"Oui pareil, apparemment il y a une panne",EricKoeberle,Eric Koeberle,316024479,1.814365932426539e+18
1814366299344253196,2024-07-19 20:26:49 +02:00,"Idem dans le 27, bloqué à létape 6",atchworks,atchworks,542630326,1.8143660355180547e+18
1814366346995740735,2024-07-19 20:27:01 +02:00,ERREUR 20FF Lauthentification a échoué,SuperAlexKidd,VegAlex,34292257,1.8143639246845176e+18
1814366412007256112,2024-07-19 20:27:16 +02:00,Bonjour Free Incidents en ce moment en fibre sur la France Dans l’Herault Béziers Merci de votre réponse,JayDeforges,Jérôme Deforges,428193798,
1814366416214048928,2024-07-19 20:27:17 +02:00,plus d’internet depuis 45 mn,herv964,Herve Berthault,281046407,
1814366706392863042,2024-07-19 20:28:26 +02:00,Et sa continue maintenant internet #Freebox qui fonctionne plus merde 🤬😤,LePatis799,Pastry-Chef-799😔😕🥺,783244609,
1814366710188614140,2024-07-19 20:28:27 +02:00,ont en parlent du bug Oqee impossible de regarder la tv,WillmenDk,Willmen_,1722959738,
1814366794900975825,2024-07-19 20:28:47 +02:00,"PROBLème de télé, impossible daccéder aux chaînes erreur dash 1302 personne ne répond au 3244 alors quil est censé être ouvert jusquà 21h,",didi69220159758,di di,1650579290008739871,
1814366857656193376,2024-07-19 20:29:02 +02:00,Erreur egalement de mon coté Et lappli ne marche pas non plus,liyes_had,Liyes Had,1428125246104735748,1.8143648224081802e+18
1814367176247390372,2024-07-19 20:30:18 +02:00,Ça bloque à etape 6 chez moi,paslamoindrid,pasco,1658839993,1.8143659410456049e+18
1814367183868203302,2024-07-19 20:30:20 +02:00,Quand tu appel sa sonne pas et ça nous dit que c’est un numéro non attribué,pik971,lu.97x,897209826127876096,1.8143639246845176e+18
1814367510915064235,2024-07-19 20:31:38 +02:00,Idem Site inaccessible et 3244 injoignable,Petite_Tulipe_,Petite Tulipe 🌷,786668159772270592,1.8143639246845176e+18
1814367532830302641,2024-07-19 20:31:43 +02:00,Pareil,Vlegallic,Vincent Le Gallic,79957933,1.8143656298830031e+18
1814367584264835443,2024-07-19 20:31:56 +02:00,Oui pareil ici,Talucinha,Talucinha,572927492,1.814365932426539e+18
1814367603932143955,2024-07-19 20:32:00 +02:00,"#freeboxultra #PireBoxDuMonde Déjà un débit pourrit, la tv qui freeze comme de l’adsl et la carrément rien qui marche ce soir et pour prévenir de l’incident ça ne marche pas non plus … Difficile de ne pas vs détester la",naya5413,Stéph 🏴‍☠️🐦‍⬛,1233568627229708288,
1814367656012632179,2024-07-19 20:32:13 +02:00,c’est vraiment le pire service qui existe,3arrbi216,🇹🇳عماد🇵🇸,2186366798,
1814367744072228929,2024-07-19 20:32:34 +02:00,On est vendredi soir Je nai plus aucune chaîne de télévision depuis une demiheure Aucun accès non plus à lassistance en ligne page derreur ou par téléphone ne répond pas Etonnamment ça commence à me gonfler,tadupokpok,Tadugl |⚽💙🤍| 🏴‍☠️,1362115482736865282,
1814367793833283754,2024-07-19 20:32:46 +02:00,"hello, gros soucis ce soir, impossible de joindre le 3244 et freebox pop bloquée en étape 6 Que se passe t il Crowstrike vous joue aussi des tours Commune de Brignais",cedrictw,Cédric B.,67567281,
1814367848115868154,2024-07-19 20:32:58 +02:00,Moi en Normandie freebox bloqué étape 6,LaurentLecomte8,Laurent Lecomte,1468281156323979277,1.814365932426539e+18
1814367970631496064,2024-07-19 20:33:28 +02:00,Pareil ile de France,YohanCIp,Ciprian Curt,710901226,1.8143656298830031e+18
1814368063162110167,2024-07-19 20:33:50 +02:00,Même chose dans hérault,iF_batidoux_34,batidoux34,831941761526353921,1.814365932426539e+18
1814368095236137277,2024-07-19 20:33:57 +02:00,Pareil dans le 94 Mais ça fait un moment que je rencontré des problèmes avec Free malgré un changement de box récent,DeQuiSeMokeTon,DeQuiSeMokeTon ⁉️,392617956,1.814365932426539e+18
1814368111984029869,2024-07-19 20:34:01 +02:00,Il y’a une panne chez free ou quoi Ma box est bloqué à l’étape 6,whatizdiss,whatizdiss,1675124039516315650,
1814368352434884835,2024-07-19 20:34:59 +02:00,Pareil Paris,Brig__21,Brigitte_D,299746883,1.814365932426539e+18
1814368381832692008,2024-07-19 20:35:06 +02:00,Help je suis bloqué a l étape 6 et votre service client est injoignable Une idée svp,Fredaprilia,Del Pozo Frederic,304364079,
1814368425491222821,2024-07-19 20:35:16 +02:00,Help Free plis dinternet et impossible de vous joindre par téléphone ☎️,liloun67,Lili Bulle,1460223653107408904,
1814368437122035989,2024-07-19 20:35:19 +02:00,ENCORE EN PANNE SUR BESANÇON … MAIS C’EST QUOI CE BORDEL DEPUIS 2MOIS #freebox #Free,__lucinda___,Lucinda ⭐️,1674690983018070017,
1814368516692123878,2024-07-19 20:35:38 +02:00,"Impossible de regarder le match sur ma box free, quelqu un a des infos 🥹",c_csensei,CCsensei,1399800221014573059,
1814368519506550808,2024-07-19 20:35:39 +02:00,Idem dans le 34,Acedu34,Ace974🇷🇪,86798927,1.814365932426539e+18
1814368538431283401,2024-07-19 20:35:43 +02:00,Le fait que la télé par soit HS memmerde un peu plus,Tracksweb,Tracksweb / Bertrand,62506572,
1814368576603586914,2024-07-19 20:35:52 +02:00,62 aussi,Jack_Arnaud94,Jokar,4160208673,1.814365932426539e+18
1814368731113324770,2024-07-19 20:36:29 +02:00,#panne freebox probleme connexion,So0609930698002,Sooppp,1753143804582916098,
1814368736024907983,2024-07-19 20:36:30 +02:00,Pareil dans le 95,fleurdesiles272,Vanessa,219420911,1.8143685195065508e+18
1814368748637192638,2024-07-19 20:36:33 +02:00,En panne aussi,Il_YOUS,Yass-il,795948677277818881,1.814365932426539e+18
