id,tweet
1711773973401235737,"<USER> <USER> <USER> \n\nEn 3 ans l’équipe technique de Free (le « BOC » m’a t’on dit) n’est pas capable d’amener 3 mètres (ou moins!) de câble Fibre, afin que j’ai la fibre (cercle rouge) comme mes voisines dont nos maisons sont mitoyennes (cercles verts). Satisfaisant?! <URL>"
1752257145536463314,Free vous présente : Freebox Ultra <URL>
1752264227656544511,Freebox Ultra : la box la plus puissante et la plus complète du marché avec les meilleurs contenus inclus.
1752679131920076838,"Encore des travaux, toujours des travaux.\nLa Freebox Révolution Light au prix mythique de 29,99€/mois c’est dispo 👉 <URL> <URL>"
1759266279620247842,".<USER> a 25 ans et tient toujours ses promesses en terme de pouvoir d’achat et d’innovation. 3 quinquennats sans toucher aux prix de nos forfaits mobiles, voilà une promesse à laquelle les français peuvent croire🇫🇷🙏🔥"
1762571081402011959,Ça fonctionne super bien la Fibre Free ce soir... Franchement c'est abusé. Déjà l'autre soir la TV de Free (OQEE) était carrément indisponible ! #FTTH #fibre #Free #Var <USER> <USER> <USER> <URL>
1795484249178755134,L’élite a connu la télécommande en acier galvanisé.
1797569914015780940,"🇫🇷 ALERTE INFO | Le prix des forfaits mobiles Free 2€ et 19,99€ n’augmentera pas d'ici 2027."
1800904073501462894,Révolutionner le marché des télécoms.
1805918937810362408,"Free, c'est près de 650 postes à pourvoir partout en France. \n\nEt toi, t'es libre ? \n\n👉 <URL> <URL>"
1811040987365421110,"<USER> et tout le réseau <USER> sachez qu'une main courante va être déposée, et ira plus loin s'il le faut.\n6 appels en 24h avec 6 numéros différents quand je demande de retirer mon numéro de vos bases de données c'est du harcèlement.\nVos forfaits de merde j'en veux pas."
1811340901450473847,"[Speedtest] Hop ! Le nouveau serveur nPerf 100 Gb/s pour vos tests de débit <USER> est apparu. Il vous permettra d’effectuer une symétrie de vos speedtest <USER> pour des conditions optimales. 🚀✨ #Nperf #Free #Speedtest\n\nAlors, ça donne quoi vos tests ? <URL>"
1812874502642049501,"<USER> <USER> Installer la fibre sans autorisation du propriétaire et en perçant de partout, c'est normal ?"
1813101958900879811,"On ne se rend pas assez compte que sans Xavier Niel aujourd'hui on paierait tous nos forfaits 144,99€ avec 65 SMS par jour, 2h d'appel par mois et 150Mo de données mobiles"
1813210070596935950,T’as précisé qu’on n’était pas gratuit ?
1813231927559643512,“C’était mieux avant”\n\nAvant : <URL>
1813254932449140912,<USER> 13 minutes 13 sec!!!!! c'est le temps ENCOREEEEE UNE FOIS PERDU à attendre après free pour résoudre un problème récurent !! INCOMPÉTENCE !!!! Ils ne répondent jamais!!!!! <URL>
1813267588560134325,"J'avais vu juste et il n'aura finalement fallu attendre que quelques heures.\n\nFree ajoute actuellement les versions HDR de France 2 UHD et France 3 UHD !\n\nDe mauvais élève, et après de nombreux messages de mécontentements sur l'absence de HDR, <USER> <USER> passe en tête en proposant dorénavant deux versions : SDR et HDR. De quoi satisfaire tout le monde (pour ceux qui ont des problèmes avec le HDR) 🥳\n\nFrance 2 UHD : canal 102\nFrance 2 UHD HDR : canal 103\nFrance 3 UHD : canal 104 (ex canal 103)\nFrance 3 UHD HDR : canal 105\n\nDispo suivant la freebox (mettez en commentaire si vous l'avez, ou pas, sur votre Freebox 4K), quelques bugs actuellement (le temps de mettre en place les flux)\n\n(photo discord jartabul)"
1813579520819286432,"Le service proximité de <USER> 1 des plus grosses arnaques de ces dernières années.Incompétents et complètement dépassés.Tu en sais plus qu'eux,tu leur dis ce qui marche pas,tu prends un rdv avec un technicien qui vient que ds 1 semaine!\nPratique pr le télétravail!\nPlus de reponse"
1813581407668871481,"<USER> comment vous joindre ? j'ai été débité pour non restitution de matériel pour une résiliation de ligne que je n'ai pas effectuée moi même, impossible de vous joindre car mes identifiants n existent plus, vos relances sont arrivées directement."
1813585524109771255,La Freebox #Ultra dans Paris <URL>
1813586665371513000,<USER> ma fibre HS depuis 3 semaines <URL>
1813586931986698575,<USER> Vous pouvez m’envoyer les avengers de la fibre svp les mêmes que j’ai chez <USER> ça fait 1mois que j’attend
1813604838682325386,"Bon je travaille En remote chez moi et ça fait 1 semaine que j’ai plus de connexion avec <USER> , ils ont envoyé un technicien qui a dit « on vous envoie un autres tech » et depuis plus de nouvelles, de base je kiff free, <USER> le boss etc etc mais la ,,,."
1813625655374098443,<USER> il va falloir revoir la sélection des installateurs de fibre optique !!! J’ai pas commandé un fil pour étendre mon linge … le voisin non plus ! Donc va falloir revenir !!! <URL>
1813628840624943206,"<USER> <USER> <USER> <USER> Bonjour\nComptez vous intégrer les versions HDR de FR2 et FR3 sur les applis Oqee TV hors player pop (LG TV) ? Et si oui, sous quel délai approximatif (à temps pour les JO) ?\nNous sommes nombreux à utiliser l'appli sans le décodeur, ce serait très appréciable.\nMerci par avance"
1813633896136994907,<USER> <USER> <USER> \n1/2 \nSalut Free je désespère.....\nClient depuis 20 ans payant à chaque fois le renouvellement de mes box plein tarif sans jamais un geste commercial pour ses vieux clients. \nJe subis depuis le moi de juin des coupures intempestifs de ma ligne
1813652642113229136,<USER> de l’aide s’il vous plaît 🙏🏼 <URL>
1813672057575731665,"<USER> <USER> Ne passez pas chez free !!!! Depuis le mois de mai, j'attends qu'ils me rendent ma clé avec laquelle l'installateur free est parti !!"
1813684903856468282,<USER> pourquoi j’ai des bugs de connexion wsh je paye la fibre
1813698687253746036,"Merci <USER> de m'avoir fait passer une ""super"" soirée en live et merci pour ces 2 déconnexions pour une mise à jour de la box en pleine soirée...\n\nEn l'espace de 2 mois j'ai déjà eu 2 soucis majeur de connexion avec votre box.... et ça sans JAMAIS aucun geste commercial..."
1813864570282541144,Bonjour <USER> je cherche à modifier des mots de passe de boîtes mails qui sont gérés chez vous sur des domaines un peu vieux. Comment peut-on faire ça n'a pas l'air possible via la page webmail free
1813867624843055326,"<USER> Bonjour, mes parents ont fait leur inscription ( enfin ! ) le 9, et depuis pas de nouvelle toujours bloqué à cette étape, c'est normal ? <URL>"
1813886775799984228,"<USER> c’est normal des signalements pour pertes de synchro (des dizaines de fois par jour), des rendez-vous techniciens annulé sans prévenir le client, une assistance téléphonique qui indique que la ligne est rétablie alors que la Freebox est en étape 3? #freeboxUltra"
1813922662487568753,1/2 [SMSoIMS] Vous pouvez désormais envoyer tous vos SMS par le réseau 4G ou Wi-Fi en France métropolitaine.\nL’option est activée automatiquement pour l’ensemble des abonnés mobiles <USER> et disponible selon la compatibilité de votre téléphone (Android et iOS). <URL>
1814009656504885552,Depuis le 23/06 je suis en attente d’un rdv pour la fibre chez <USER> je suis du coup pas encore client et je pense qu’a cette allure là je ne le serai jamais !! Honteux
1814030614103785545,<USER> <USER> <USER> dépêchez vous
1814031065990001071,<USER> <USER> moi aussi j'attend le technicien depuis une semaine
1814034736118927866,"<USER> allo,avez vous des nouvelles pour le réseau SVP ???"
1814035247333253492,<USER> <USER> Non plus rien depuis 15 mn même Coralie est chez Free en téléphonie et pas de réseau
1814081417405497766,rendez la wifi <USER>
1814208069481422980,<USER> Non mais vous répondre trois jours après... Super le service après vente
1814215859520352478,<USER> Bonjour j'ai fait installer votre box depuis 10 min. Mais comment on fait pour avoir un être humain en ligne pour assistance ? Impossible au 3244 ni au 1044. Merci
1814220122342470038,"<USER> bonjour Free. Cela fait 1 mois que je n'ai plus internet. Un rdv avait été fixé puis annulé pour, je cite puisque vous deviez intervenir dans ""les plus brefs délais"".\nNous 'avons as la même notion de bref délais.\nQue faut-il faire pour avoir internet ?"
1814232564715966700,"<USER> <USER> <USER> \nBonjour Monsieur Niel\nVoila plus 20 ans que j'encense Free depuis Freesurf !\nJ'ai tous mes forfaits chez vous ...\nDepuis le 15 fev maintenant, je n'ai plu la fibre pro dans ma société qui, de fait, est en péril ... Que faire ??? \nQuelle déception ..."
1814238911964512258,<USER> Normal pour vous qu'un des vos employés a souscrit a ma place sans mon accord un abonnement Free mobile et que l'on me demande d'envoyer un courrier de rétractation pour un abonnement que JE n'ai pas pris ?
1814253298322477539,<USER> <USER> Dites <USER> vous n’avez pas honte de couper toute connexion et d’afficher un message d’erreur sur la freebox « contactez un technicien pour installer la fibre » c’est quoi ce forcing en pleines vacances d’été? Vous pouvez pas attendre la rentrée? On n’est pas encore en 2025!
1814266726114107603,"<USER> 3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rdv techniciens annulés... Chez free quand ça fonctionne c'est bien mais quand il y a un problème technique il n'y a plus personne, ni même au téléphone. Chez free j'ai tout compris : FUIR !"
1814276844889289006,"Impossible de contacter l’assistance free si c’est pas avec le numero de mobile de la personne concernée ! Super, on peut pas aider les retraités !! <USER>"
1814296005510144260,"<USER> <USER> l’assistance Free devient complètement aberrante, l’invention de Proxy n’arrange pas moins la situation"
1814299035529834820,<USER> abonnée myCANAL via <USER> je n’ai pas récupéré la diffusion sur mon téléviseur….ça fonctionne sur tablette…est-ce normal?
1814306411746054410,<USER> <USER> <USER> Sa donne que j’ai besoin de couverture au travail help me !! saint Pol sur Ternoise 62130 <URL>
1814314333343465484,<USER> <USER> <USER> Toujours de chaine 103 et 104 HDR sur <USER> sur ma tv samsung.
1814327641547145515,<USER> c'est normal de balader vos clients victimes d'un écrasement de ligne pendant un mois sans aucune information sur un délai d'intervention ? Pourtant la loi vous donne 8 jours pour rétablir la connexion. Ou alors free je n'ai pas tout compris
1814334384704565600,<USER> je n’en peux plus 1 mois que la box s’arrête en pleine journée pour ne redémarrer qu’a 23h impossible de vous joindre ! C’est terminé je résilie. À ce niveau c’est de l’incompétence.
1814336508846899237,"<USER> <USER> il faudrait deja commencer par assurer un reseau correct ! pas de reseau mobile depuis une semaine dans le Nord des Landes, free annonce une maintenance des relais, et maintenant comme ça dure, free accuse Enedis pour une histoire de ""compteur electrique"" de qui se moque t'on ??"
1814336903992541578,C’est quoi le problème avec <USER> ? La wifi de chez moi n’arrête pas de sauter. Je paye 48€ par mois pour ne pas avoir de connexion. Foutaise !
1814344612590358589,C’est parti pour la finale du Mondial de rugby U20 💪🇫🇷\n\nALLEZ LES BLEUETS ! \n\n#lequipeRUGBY <URL>
1814348139559612633,"Commence vraiment à m'agacer <USER>. 3 jours pas de Tv pas d'internet, censé être rétabli à 16h, toujours rien. C'est pas la 1ere fois que ça merde"
1814348364185538617,La diffusion de <USER> interrompue depuis plus de dix’ minutes sur <USER> #freebox <USER>
1814348631937311037,"<USER> <USER> \n\nCoucou ! \nJe n'arrive pas à me faire comprendre par votre conseiller, \n\nJe souhaite avoir &gt; Freebox Ultra. \nJe possède déjà un abo netflix + prime : \n\nJe n'aurai plus qu'à payer la différence entre le tarif de votre forfait Netflix et le prix de ma formule ?"
1814348648827834768,"<USER> bonjour, pas mal de problème de réception chaînes, êtes-vous confronté à divers problèmes ? Merci pour votre retour"
1814350121863180290,"<USER> <USER> <USER> <USER> J'ai FR2/FR3 et quelques autres où j'ai un écran noir. BFM ça s'arrête, revient, s'arrête....."
1814351024800338122,<USER> <USER> Je pensais être le seul ça me clc la sah
1814351117712818309,"<USER> <USER> <USER> <USER> <USER> Ho <USER> c'est quoi cette merde là j'ai beau redémarrer la box,\n là chaine l'équipe 21 fait que de couper\nSur mycanal ça coupe pas..."
1814351196942970891,"<USER> je tente de regarder le rugby sur <USER> là... C'est un enfer ça saute toute les 2 secondes. C'est partout chez vous ou juste moi ? En attendant je coupe, c'est infernal 😩 <URL>"
1814351242035884167,Problème de flux Tv sur Levallois 92300 alors que le débit internet est ok \nVous avez des soucis identifiés <USER> <USER> ?
1814351414161732036,"<USER> <USER> Bonjour, pareil de notre côté"
1814352298845319666,"<USER> J' en ai marre. J'essaie de regarder la finale de la coupe du monde de rugby U20 sur la chaine l’Équipe. Mission impossible : Des coupures toutes les 3 minutes. Heureusement je peux regarder la même chaine grâce à la TNT. Mais pourquoi payer 40,00€ si Free ne sert à rien."
1814353719720325462,"<USER> <USER> <USER> <USER> Y a pas mal de chaines qui beuguent,j'espère que #Freebox va régler ca assez vit😡"
1814353725663916160,<USER> <USER> Idem ! Est à cause de la panne mondiale ?
1814354329827991701,<USER> <USER> <USER> <USER> Idem les trois quarts des chaînes écran noir ou image figée.
1814354533444673583,"<USER> <USER> Oui moi aussi ma freebox reste avec l'écran figé. Pour internet pas de problème, mais la télé une catastrophe😤 j'ai éteint et rallumé la freebox tv mais impossible de regarder les chaînes TV 😭"
1814356278237368711,"<USER> honteux la connection chez free, impossible de suivre l'équipe de France en finale de la coupe du monde de rugby ..."
1814356388652429578,⚠#PANNE FREEBOX EN COURS⚠\n 📡20 freenautes ont signalé des pannes #Internet dont 15 sur le réseau #fibre de #Free depuis 15h19\n🌍Ville concernée : La Roque-d'Anthéron (13640)\n⬇️⬇️⬇️\n<URL>
1814358944497664395,<USER> <USER> idem mais là ça fait 30sec que ça déconne plus.\n<USER> <USER> vous connaissez les RS pour informer vos clients de vos problèmes ?
1814358979511763365,Le désordre continue avec une image saccadée sur les téléviseurs des clients de ⁦⁦<USER>⁩ .Peut-être qu'il serait temps de se demander si ce n'est pas le service qui est défaillant.⁦<USER>⁩ 🤫🤨 <URL>
1814360105342660968,<USER> <USER> <USER> <USER> Jamais vu une box aussi chiante que celle de chez free.
1814360763919655031,Bonsoir <USER> y a-t-il un problème avec le serveur ma box ne capte rien merci
1814360943918211385,l'App <USER> est down sur box Androïd et TV Samsung <USER> <USER> <USER> #free #freebox
1814361238320595218,<USER> y’a t’il un pb sur le réseau ? Aucune communication !!! Aucun message !!!! Ça serait bien d’informer les clients !!!!
1814361330196926929,<USER> <USER> Oui pareil erreur dash ?
1814362021707583763,<USER> Et sinon le BUG DE OQEE ON EN PARLE ?????
1814362029194617328,<USER> panne TV ici dans 78.\nDowndetector remonte une explosion des problèmes?une communication <USER> <USER> ?
1814362356207759446,<USER> Encore et encore <USER>
1814363066600947901,<USER> <USER> <USER> <USER> <USER> Je confirme! Panne sur Free TV OQEE!
1814363117532422254,<USER> oh pitié ça fait 4h que j'ai pas de co faites quelque chose
1814363924684517557,Vous aussi vous avez un souci avec votre #freebox ? Erreur 20 d’authentification ? Et sa bug quand il arrive à s’identifier difficilement ? <USER> #free
1814364083820318967,"<USER> Vos liens ne donnent pas la possibilité de s'adresser à vous quand on n'est pas abonné Free. Vous en revanche, vous percez les façades de tout le monde, sans en avoir l'autorisation. Rdv au Tribunal ? <USER>"
1814364127261012234,<USER> <USER> Ouais la même
1814364499391996414,<USER> <USER> Pareil
1814364822408180214,"oqee <USER> <USER> est HS ce soir, il demande a se connecter depuis une ligne free, et <URL> fait un internal serveur error quand on veut s'authent."
1814364867035324900,"<USER> problème panne authentification de la Freebox bloquée sur étape 6, département des Landes depuis 20mn environ"
1814364915911557280,<USER> <USER> Bloqué à l'étape 6.
1814365145579094224,"<USER> <USER> Pareil, bloqué à l'étape 6😪"
1814365177191534630,<USER> <USER> <USER> <USER> <USER> Oui panne sur les Freebox
1814365329507643661,<USER> <USER> Bloqué étape 6…
1814365369529970744,<USER> <USER> La même et le site <URL> semble KO aussi #free
1814365629883003146,"<USER> , un souci actuellement ? Je suis bloqué étape 6 de la Freebox... <URL>"
1814365932426539130,Vous aussi vous êtes bloqués à l'étape 6 avec votre freebox? #panne #free #freebox <USER> <USER>
1814365941045604823,"Panne internet plus de <USER> , franceinfotv, <USER> <USER> chez <USER>"
1814365976307060924,"Aujourd'hui c'est le ""#ITOutageDay"", et <USER> a décidé d'y participer à sa manière, freebox TV out, ainsi que l'authentification pour <USER> . C'est crowdStrike qui s'occupe de la sécurité chez vous <USER> ? 😆"
1814366025778864287,<USER> bonjour pas de connexion ce soir sur ma box 😭
1814366035518054552,"<USER> Bonjour, nous sommes plusieurs bloqués à l'étape 6. Un problème général ?"
1814366183824486679,<USER> <USER> <USER> Oui ! Depuis 3 quarts d’heure 😫 <USER>
1814366189977583632,"<USER> <USER> <USER> Oui pareil, apparemment il y a une panne"
1814366299344253196,"<USER> <USER> Idem dans le 27, bloqué à l'étape 6. :("
1814366346995740735,<USER> <USER> ERREUR 20-FF: L'authentification a échoué <USER> ?
1814366412007256112,<USER> Bonjour Free ! Incidents en ce moment en fibre sur la France ? Dans l’Herault ? Béziers ? Merci de votre réponse
1814366416214048928,<USER> plus d’internet depuis 45 mn ??
1814366706392863042,<URL> Et sa continue maintenant internet <USER> #Freebox qui fonctionne plus merde 🤬😤
1814366710188614140,<USER> <USER> <USER> ont en parlent du bug Oqee impossible de regarder la tv !!!!!!
1814366794900975825,"<USER> PROBLème de télé, impossible d'accéder aux chaînes : erreur dash 1302. personne ne répond au 3244 alors qu'il est censé être ouvert jusqu'à 21h,"
1814366857656193376,<USER> <USER> <USER> Erreur egalement de mon coté.\nEt l'appli ne marche pas non plus.
1814367176247390372,<USER> <USER> <USER> <USER> <USER> Ça bloque à etape 6 chez moi
1814367183868203302,<USER> <USER> Quand tu appel sa sonne pas et ça nous dit que c’est un numéro non attribué.
1814367510915064235,<USER> <USER> Idem. Site inaccessible et 3244 injoignable.
1814367532830302641,<USER> <USER> Pareil
1814367584264835443,<USER> <USER> <USER> Oui pareil ici !
1814367603932143955,"<USER> <USER> <USER> <USER> <USER> \n#freeboxultra #PireBoxDuMonde \nDéjà un débit pourrit, la tv qui freeze comme de l’adsl et la carrément rien qui marche ce soir et pour prévenir de l’incident ça ne marche pas non plus …\nDifficile de ne pas vs détester la <URL>"
1814367656012632179,<USER> c’est vraiment le pire service qui existe
1814367744072228929,<USER> \n\nOn est vendredi soir. Je n'ai plus aucune chaîne de télévision depuis une demi-heure. Aucun accès non plus à l'assistance en ligne (page d'erreur) ou par téléphone 'ne répond pas).\n\nEtonnamment ça commence à me gonfler.
1814367793833283754,"<USER> hello, gros soucis ce soir, impossible de joindre le 3244 et freebox pop bloquée en étape 6. Que se passe t il ?? Crowstrike vous joue aussi des tours ? Commune de Brignais"
1814367848115868154,<USER> <USER> <USER> Moi en Normandie freebox bloqué étape 6
1814367970631496064,<USER> <USER> Pareil ile de France !
1814368063162110167,<USER> <USER> <USER> Même chose dans hérault.
1814368095236137277,<USER> <USER> <USER> Pareil dans le 94. Mais ça fait un moment que je rencontré des problèmes avec Free malgré un changement de box récent...
1814368111984029869,Il y’a une panne chez free ou quoi? Ma box est bloqué à l’étape 6 <USER> <USER>
1814368352434884835,<USER> <USER> <USER> Pareil (Paris)
1814368381832692008,Help <USER> je suis bloqué a l étape 6 et votre service client est injoignable. Une idée svp ?
1814368425491222821,<USER> Help Free plis d'internet et impossible de vous joindre par téléphone ☎️
1814368437122035989,<USER> <USER> ENCORE EN PANNE SUR BESANÇON … MAIS C’EST QUOI CE BORDEL DEPUIS 2MOIS ????\n#freebox #Free <USER>
1814368516692123878,"<USER> Impossible de regarder le match sur ma box free, quelqu un a des infos ? 🥹\n\n<USER>"
1814368519506550808,<USER> <USER> <USER> Idem dans le 34
1814368538431283401,Le fait que la télé par <USER> soit HS m'emmerde un peu plus...
1814368576603586914,<USER> <USER> <USER> 62 aussi
1814368731113324770,#panne freebox probleme connexion <USER>
1814368736024907983,<USER> <USER> <USER> <USER> Pareil dans le 95 :(
1814368748637192638,<USER> <USER> <USER> En panne aussi
1814368765855052207,"<USER> Freebox, impossible de vous joindre par téléphone au 3244 pourtant c’est ce numéro que vous communiquez. Depuis ce matin des gros problèmes de réseaux, impossible de regarder la TV la ça commence à me chauffer en plus on ne peux pas vous joindre …"
1814368857399677065,<USER> bonsoir voilà encore une fois free ne fonctionne pas reste bloqué sur le 6 😡😡😡
1814368890853396531,"<USER> <USER> <USER> Depuis une 30 aine de minutes , internet marché sans problème mais freeze tv sur certaine chaîne, je redémarre ma box puis pouff étape 6 et sa mouline ( haute garonne)"
1814368963826164172,<USER> <USER> <USER> Idem 93
1814369108772684226,"<USER> serait touché par la #panne numéro injoignable, services qui ne fonctionnent plus. Je ne pense pas que se soit un hasard. #pannemondiale"
1814369111767691372,"<USER> bonsoir,\nBloqué en étape 6 depuis 20 minutes.\nImpossible non plus d'accéder à support free.\nQue se passe-t-il ?"
1814369119266865295,<USER> <USER> Idem paca impossible de tel au 3244
1814369327912759540,<USER> bonjour. J'ai demandé un dédommagement pour les nombreux dysfonctionnements que je subis sur votre réseau et depuis je suis devenue personne non grata et silence radio de votre part. Vous trouvez ça normal et correct ?
1814369345046491472,<USER> plus de télé et plus internet.\nJe suis bloqué étape 6 de la Freebox à Marseille...
1814371729541644775,"<USER> <USER> moi c’est juste les chaînes, le wifi fonctionne encore chez moi mais c’est vrai que c’est relou a mort là 💀💀"
1814375336324329737,"Hello <USER> ! On n’a plus de wifi … malgré un reboot, la box reste bloquée en étape 6 \nQue faire ? \nOn n’arrive pas à se connecter à notre compte client non plus (sur le net ou sur l’appli !)\n<USER> #Free #FreeBox"
1814382286923567349,<USER> <USER> <USER> Idem dans le 17
1814382699894739345,"⚠#PANNE FREEBOX EN COURS⚠\n 📡20 freenautes ont signalé des pannes #Internet dont 19 sur le réseau #fibre de #Free depuis 18h15\n🌍Villes concernées : Meaux (77100), Nanteuil-lès-Meaux (77100), Crégy-lès-Meaux (77124), Villenoy (77124)\n⬇️⬇️⬇️\n<URL>"
1814390436729106557,<USER> <USER> <USER> Panne chez Free malheureusement…
1814399365433201068,<USER> moi quand l'heure de ma Freebox est revenu et quand la tv ne marche pas du tout je sais pas quoi vous jouez à part prendre l'argent vous faites quoi #Freebox à part de mettre touche temps en panne les autres bande de voleurs <URL>
1814781596269973640,.<USER> vous êtes le pire opérateur c’est terrifiant
1814786397020299656,<USER> <USER> nan mais la box stp j'ai jamais vu ca
1814943214706544813,"Même chose ici pour mon épouse alors que moi ça fonctionne.\n<USER> , <USER> : ce n’est pas la première fois que ça arrive, ça serait bien que ces boîtes fonctionnent normalement très rapidement."
1814963647577243680,<USER> <USER> Et ce qui est très très énervant 😡 c’est que <USER> ils font les morts ! \nGenre l’assistance est censée t’appeler en 45mn … ça fait 1h30 et aucun appel ou message ! \nService calamiteux ! \n<USER> : votre SAV est nul ! Sachez le ! \n<USER> \n#Free #FreeBox
1814979921292251155,<USER> bug souscription
1815009023134958046,"<USER> <USER> <USER> <USER> pourquoi j'ai sa, quand je regarde un programme sur Universal+ ? <URL>"
1815085175992098887,"<USER> bonjour, pb des flux vidéo sur Massy 91 fibre ! Coupure régulières.\nPendant les matchs c est insupportable ! Attention pas de ça pendant les jo.\nPas de mail non plus."
1815097457451160013,On préfère la eligue1 avec <USER>
1815098119929135332,Enfin quand ça marche hein <USER> ?? <URL>
1815138793457848826,"eh <USER> !!! Votre fameux wifi 7 et vos répéteurs sont nuls de chez Nils. La box ultra plus 3 répéteurs sont bien en dessous des trois Google que j'avais. Vous vendez du rêve , mais c'est surtout du bas de gamme made in pourrave."
1815140060301258862,OUAIS C’EST BON J’AI COMPRIS EN VRAI LES COUPURES DE CONNEXION TT LES 2/3MOIS OU J’AI PLUS DE CO PDNT 3/4jours ACTIVE VITE <USER>
1815290266938433696,Bonjour <USER> <USER> plus de d accès a ma boîte mail depuis 72h via zimbra ou imap un délai de résolution ? <URL>
1815291507978403947,"<USER> Bonjour petite question, vendredi on me dit que vous avez reçu une demande d’écrasement de ligne. Que nous n’avons jamais demander, et que pour annuler cela je dois vous contacter. Je le fais on me dis que l’écrasement ne sera pas fais, et que j’aurais pas de coupure."
1815335841469780007,Bonjour <USER> des nouvelles concernant l'étape 3D rencontrée sur certains freebox dans la région Nantaises ? un ETA de prévisionnel ? Merci (cc <USER> )
1815341040897011942,"Les mails Free touchés par un problème, de nombreux abonnés n’y ont plus accès <URL> <URL>"
1815344412030837164,<USER> serait-il possible de ce joindre par message privé
1815352004689990054,Tintin il a autant de meufs ???????? <URL>
1815369159535993284,"<USER> <USER> \nDes années chez Free 44€/mois \nImpossible de profiter des chaines TV, 4KM le ligne ADSL. \nDes mois de contact avec le support pour une avancée fibre, toujours en attente, que faire ? La 5G ? Pas stable et 5mo's, <URL>"
1815385518223364467,Jour de reprise en télétravail et merci <USER> !\n<USER> faudra me faire une lettre pour mon patron j’ai des brouettes de mails à traiter !!! 😅 <URL>
1815391031518548246,Bientôt 20 jours que j'ai pas internet chez moi. <USER> vous allez me rembourser mon mois
1815405458875990485,"Fav si t’as déjà croisé cette télécommande dans ta vie, c’est pour une étude personnelle. <URL>"
1815430797685649658,<USER> La mienne les bouton marchent plus depuis des années.
1815434963325788185,<USER> C'est combien pour la Freebox révolution ?
1815445537841348908,<USER> Ben voui je la croise quotidiennement sauf qu'elle ne fonctionne plus et que j'ai pas envie de payer pour son remplacement pk ce matériel ne m'appartient pas .du coup je fais avec une appli merdique emplie de pub .depuis quand on paie pour remplacer un matériel défaillant ?
1815452064014889079,"<USER> Moi, et pluuuuus jamais, c'est de la merde ca bug tout le temps"
1815453627907035516,"<USER> Mdrrr mon père l'a encore, aidez le svp."
1815470209333117278,"<USER> Mouais avant de faire de la récup arrêter de vs comporter comme des voleurs. Dès que je rentre de vacances ça sera les feux de l'enfer pour vous, j'ai déjà prévenu les trisos de vos plateformes téléphoniques mais visiblement votre service client n'a rien à branler de ses clients"
1815472452387958971,<USER> <USER> <USER> Moi aussi mdrrrr jsuis bloqué à l’étape 2
1815472947911405671,<USER> <USER> <USER> via imap/smtp de free impossible de se co sur zimbra aussi
